,Author,Title,Poem,Form
89,Elizabeth Barrett Browning,Sonnet Xxxv: If I Leave All For Thee,"If I leave all for thee, wilt thou exchange 
And be all to me? Shall I never miss 
Home-talk and blessings and the common kiss 
That comes to each in turn, nor count it strange, 
When I look up, to drop on a new range 
Of walls and floors, another home than this? 
Nay, wilt thou fill that place by me which is 
Filled by dead eyes too tender to know change? 
That's hardest. If to conquer love, has tried, 
To conquer grief, tries more, as all things prove; 
For grief indeed is love and grief beside. 
Alas, I have grieved so I am hard to love. 
Yet love me--wilt thou? Open thine heart wide, 
And fold within the wet wings of thy dove.",Sonnet
90,Oscar Wilde,Sonnet On Hearing The Dies Irae Sung In ..,"Nay, Lord, not thus! white lilies in the spring,
Sad olive-groves, or silver-breasted dove,
Teach me more clearly of Thy life and love
Than terrors of red flame and thundering.
The hillside vines dear memories of Thee bring:
A bird at evening flying to its nest
Tells me of One who had no place of rest:
I think it is of Thee the sparrows sing.
Come rather on some autumn afternoon,
When red and brown are burnished on the leaves,
And the fields echo to the gleaner's song,
Come when the splendid fulness of the moon
Looks down upon the rows of golden sheaves,
And reap Thy harvest: we have waited long.",Sonnet
91,William Shakespeare,Sonnet Cxii,"Your love and pity doth the impression fill
     Which vulgar scandal stamp'd upon my brow;
     For what care I who calls me well or ill,
     So you o'er-green my bad, my good allow?
     You are my all the world, and I must strive
     To know my shames and praises from your tongue:
     None else to me, nor I to none alive,
     That my steel'd sense or changes right or wrong.
     In so profound abysm I throw all care
     Of others' voices, that my adder's sense
     To critic and to flatterer stopped are.
     Mark how with my neglect I do dispense:
     You are so strongly in my purpose bred
     That all the world besides methinks are dead.",Sonnet
92,Edmund Spenser,Sonnet I,"HAppy ye leaues when as those lilly hands,
which hold my life in their dead doing might
shall handle you and hold in loues soft bands,
lyke captiues trembling at the victors sight.
And happy lines, on which with starry light,
those lamping eyes will deigne sometimes to look
and reade the sorrowes of my dying spright,
written with teares in harts close bleeding book.
And happy rymes bath'd in the sacred brooke,
of Helicon whence she deriued is,
when ye behold that Angels blessed looke,
my soules long lacked foode, my heauens blis.
Leaues, lines, and rymes, seeke her to please alone,
whom if ye please, I care for other none.",Sonnet
93,Elizabeth Barrett Browning,Sonnet Xxxvi: When We Met First,"When we met first and loved, I did not build
Upon the event with marble. Could it mean
To last, a love set pendulous between
Sorrow and sorrow? Nay, I rather thrilled,
Distrusting every light that seemed to gild
The onward path, and feared to overlean
A finger even. And, though I have grown serene
And strong since then, I think that God has willed
A still renewable fear ... O love, O troth ...
Lest these enclasped hands should never hold,
This mutual kiss drop down between us both
As an unowned thing, once the lips being cold.
And Love, be false! if he, to keep one oath,
Must lose one joy, by his life's star foretold.",Sonnet
94,William Shakespeare,Sonnet Cli,"Love is too young to know what conscience is;
     Yet who knows not conscience is born of love?
     Then, gentle cheater, urge not my amiss,
     Lest guilty of my faults thy sweet self prove:
     For, thou betraying me, I do betray
     My nobler part to my gross body's treason;
     My soul doth tell my body that he may
     Triumph in love; flesh stays no father reason;
     But, rising at thy name, doth point out thee
     As his triumphant prize. Proud of this pride,
     He is contented thy poor drudge to be,
     To stand in thy affairs, fall by thy side.
     No want of conscience hold it that I call
     Her 'love' for whose dear love I rise and fall.",Sonnet
95,William Shakespeare,Sonnet Cvi,"When in the chronicle of wasted time
     I see descriptions of the fairest wights,
     And beauty making beautiful old rhyme
     In praise of ladies dead and lovely knights,
     Then, in the blazon of sweet beauty's best,
     Of hand, of foot, of lip, of eye, of brow,
     I see their antique pen would have express'd
     Even such a beauty as you master now.
     So all their praises are but prophecies
     Of this our time, all you prefiguring;
     And, for they look'd but with divining eyes,
     They had not skill enough your worth to sing:
     For we, which now behold these present days,
     Had eyes to wonder, but lack tongues to praise.",Sonnet
96,William Shakespeare,Sonnet Civ,"To me, fair friend, you never can be old,
     For as you were when first your eye I eyed,
     Such seems your beauty still. Three winters cold
     Have from the forests shook three summers' pride,
     Three beauteous springs to yellow autumn turn'd
     In process of the seasons have I seen,
     Three April perfumes in three hot Junes burn'd,
     Since first I saw you fresh, which yet are green.
     Ah! yet doth beauty, like a dial-hand,
     Steal from his figure and no pace perceived;
     So your sweet hue, which methinks still doth stand,
     Hath motion and mine eye may be deceived:
     For fear of which, hear this, thou age unbred;
     Ere you were born was beauty's summer dead.",Sonnet
97,William Shakespeare,Sonnet Cxx,"That you were once unkind befriends me now,
     And for that sorrow which I then did feel
     Needs must I under my transgression bow,
     Unless my nerves were brass or hammer'd steel.
     For if you were by my unkindness shaken
     As I by yours, you've pass'd a hell of time,
     And I, a tyrant, have no leisure taken
     To weigh how once I suffered in your crime.
     O, that our night of woe might have remember'd
     My deepest sense, how hard true sorrow hits,
     And soon to you, as you to me, then tender'd
     The humble slave which wounded bosoms fits!
     But that your trespass now becomes a fee;
     Mine ransoms yours, and yours must ransom me.",Sonnet
98,Elizabeth Barrett Browning,Sonnet Xxix: I Think Of Thee,"I think of thee!--my thoughts do twine and bud 
About thee,as wild vines, about a tree, 
Put out broad leaves, and soon there's nought to see 
Except the straggling green which hides the wood. 
Yet, O my palm-tree, be it understood 
I will not have my thoughts instead of thee 
Who art dearer, better! Rather, instantly 
Renew thy presence; as a strong tree should, 
Rustle thy boughs and set thy trunk all bare, 
And let these bands of greenery which insphere thee 
Drop heavily down,--burst, shattered, everywhere! 
Because, in this deep joy to see and hear thee 
And breathe within thy shadow a new air, 
I do not think of thee--I am too near thee.",Sonnet
99,William Allingham,Autumnal Sonnet,"Now Autumn's fire burns slowly along the woods, 
And day by day the dead leaves fall and melt, 
And night by night the monitory blast 
Wails in the key-hold, telling how it pass'd 
O'er empty fields, or upland solitudes, 
Or grim wide wave; and now the power is felt 
Of melancholy, tenderer in its moods 
Than any joy indulgent summer dealt. 
Dear friends, together in the glimmering eve, 
Pensive and glad, with tones that recognise 
The soft invisible dew in each one's eyes, 
It may be, somewhat thus we shall have leave 
To walk with memory,--when distant lies 
Poor Earth, where we were wont to live and grieve.",Sonnet
