,Author,Title,Poem,Form
83,Henry King,An Elegy Upon S. W. R.,"I will not weep, for 'twere as great a sin 
To shed a tear for thee, as to have bin 
An Actor in thy death. Thy life and age 
Was but a various Scene on fortunes Stage, 
With whom thou tugg'st &amp; strov'st ev'n out of breath 
In thy long toil: nere master'd till thy death; 
And then despight of trains and cruell wit, 
Thou did'st at once subdue malice and it. 
I dare not then so blast thy memory 
As say I do lament or pity thee. 
Were I to choose a subject to bestow 
My pity on, he should be one as low 
In spirit as desert. That durst not dy 
But rather were content by slavery 
To purchase life: or I would pity those 
Thy most industrious and friendly foes: 
Who when they thought to make thee scandals story 
Lent thee a swifter flight to Heav'n and glory. 
That thought by cutting off some wither'd dayes, 
(Which thou could'st spare them) to eclipse thy praise; 
Yet gave it brighter foil, made thy ag'd fame 
Appear more white and fair, then foul their shame: 
And did promote an Execution 
Which (but for them) Nature and Age had done. 
Such worthless things as these were onely born 
To live on Pities almes (too mean for scorn.) 
Thou dy'dst an envious wonder, whose high fate 
The world must still admire, scarce imitate.",Elegy
84,James Hogg,Elegy On The Death  Of A Child,"Fair was thy blossom, tender flower,
That open'd like the rose in May,
Though nursed beneath the chilly shower
Of fell regret, for love's decay.

How oft thy mother heaved the sigh
O'er wreaths of honour early shorn,
Before thy sweet and guiltless eye
Had open'd on the dawn of morn!

How oft, above thy lowly bed,
When all in silence slumber'd low,
The fond and filial tear was shed,
Thou child of love, of shame, and woe!

Her wrong'd but gentle bosom burn'd
With joy thy opening bloom to see;
The only breast that o'er thee yearn'd;
The only heart that cared for thee.

Oft her young eye, with tear-drops bright,
Pleaded with Heaven for her sweet child,
When faded dreams of past delight
O'er recollection wander'd wild.

Fair was thy blossom, bonnie flower,
Fair as the softest wreaths of spring,
When late I saw thee seek the bower
In peace thy morning hymn to sing.

Thy little foot across the lawn
Scarce from the primrose press'd the dew;
I thought the spirit of the dawn
Before me to the greenwood flew.

E'en then the shaft was on the wing,
Thy spotless soul from earth to sever,
A tear of pity wet the string
That twang'd, and seal'd thy doom for ever.

I saw thee late, the emblem fair
Of beauty, innocence, and truth,
Start tiptoe on the verge of air, 
'Twixt childhood and unstable youth;

But now I see thee stretch'd at rest:
To break that rest shall wake no morrow - 
Pale as the grave-flower on thy breast!
Poor child of love, of shame, and sorrow!

May thy long sleep be sound and sweet;
Thy visions fraught with bliss to be;
And long the daisy, emblem meet,
Shall shed its earliest tear o'er thee!",Elegy
85,William Cowper,Elegy I. To Charles Deodati (Translated ..,"At length, my friend, the far-sent letters come,
Charged with thy kindness, to their destin'd home,
They come, at length, from Deva's Western side,
Where prone she seeks the salt Vergivian tide.
Trust me, my joy is great that thou shouldst be,
Though born of foreign race, yet born for me,
And that my sprightly friend, now free to roam,
Must seek again so soon his wonted home.
I well content, where Thames with refluent tide
My native city laves, meantime reside,
Nor zeal nor duty, now, my steps impell
To reedy Cam, and my forbidden cell.
Nor aught of pleasure in those fields have I,
That, to the musing bard, all shade deny.
'Tis time, that I, a pedant's threats disdain,
And fly from wrongs, my soul will ne'er sustain.
If peaceful days, in letter'd leisure spent
Beneath my father's roof, be banishment,
Then call me banish'd, I will ne'er refuse
A name expressive of the lot I chuse. 
I would that exiled to the Pontic shore,
Rome's hapless bard had suffer'd nothing more!
He then had equall'd even Homer's lays,
And, Virgil! thou hadst won but second praise.
For here I woo the Muse with no control,
And here my books--my life--absorb me whole.
Here too I visit, or to smile, or weep,
The winding theatre's majestic sweep;
The grave or gay colloquial scene recruits
My spirits spent in Learning's long pursuits. 
Whether some Senior shrewd, or spendthrift heir,
Wooer, or soldier, now unarm'd, be there,
Or some coif'd brooder o'er a ten years' cause
Thunder the Norman gibb'rish of the laws.
The lacquey, there, oft dupes the wary sire,
And, artful, speeds th'enamour'd son's desire.
There, virgins oft, unconscious what they prove,
What love is, know not, yet, unknowing, love.
Or, if impassion'd Tragedy wield high
The bloody sceptre, give her locks to fly 
Wild as the winds, and roll her haggard eye,
I gaze, and grieve, still cherishing my grief.
At times, e'en bitter tears! yield sweet relief.
As when from bliss untasted torn away,
Some youth dies, hapless, on his bridal day,
Or when the ghost, sent back from shades below,
Fills the assassin's heart with vengeful woe,
When Troy, or Argos, the dire scene affords,
Or Creon's hall laments its guilty lords.
Nor always city-pent or pent at home 
I dwell, but when Spring calls me forth to roam
Expatiate in our proud suburban shades
Of branching elm that never sun pervades.
Here many a virgin troop I may descry,
Like stars of mildest influence, gliding by,
Oh forms divine! Oh looks that might inspire
E'en Jove himself, grown old, with young desire!
Oft have I gazed on gem-surpassing eyes,
Outsparkling every star that gilds the skies.
Necks whiter than the iv'ry arm bestow'd 
By Jove on Pelops, or the Milky Road!
Bright locks, Love's golden snares, these falling low,
Those playing wanton o'er the graceful brow!
Cheeks too, more winning sweet than after show'r,
Adonis turn'd to Flora's fav'rite flow'r!
Yield, Heroines, yield, and ye who shar'd th'embrace
Of Jupiter in ancient times, give place;
Give place ye turban'd Fair of Persia's coast,
And ye, not less renown'd, Assyria's boast!
Submit, ye nymphs of Greece! Ye once the bloom 
Of Ilion, and all ye of haughty Rome,
Who swept of old her theatres with trains
Redundant, and still live in classic strains!
To British damsels beauty's palm is due,
Aliens! to follow them is fame for you.
Oh city, founded by Dardanian hands,
Whose towering front the circling realm commands,
Too blest abode! no loveliness we see
In all the earth, but it abounds in thee.
The virgin multitude that daily meets,
Radiant with gold and beauty, in thy streets,
Outnumbers all her train of starry fires
With which Diana gilds thy lofty spires.
Fame says, that wafted hither by her doves,
With all her host of quiver-bearing Loves,
Venus, prefering Paphian scenes no more,
Has fix'd her empire on thy nobler shore.
But lest the sightless boy inforce my stay,
I leave these happy walls, while yet I may.
Immortal Moly shall secure my heart
From all the sorc'ry of Circaean art,
And I will e'en repass Cam's reedy pools
To face once more the warfare of the Schools.
Meantime accept this trifle; Rhymes, though few,
Yet such as prove thy friend's remembrance true.",Elegy
86,Aleister Crowley,Elegy,"Here rests beneath this hospitable spot
A youth to flats and flatties not unknown.
The Plymouth Brethren gave it to him hot;
Trinity, Cambridge, claimed him for her own.

At chess a minor master, Hoylake set
His handicap a 2. Love drove him crazy;
Thrre thousand women used to call him “pet”;
In other gardens daffodil or daisy?

He climbed a lot of mountains in his time.
He stalked the tiger, bear and elephant.
he wrote a stack of poems, some sublime
Some not. Plays, essays, pictures, tales -my aunt!

He had the gift of laughing at himself.
Most affably he talked and walked with God.
And now the silly bastard’s on the shelf,
We’ve buried him beneath another sod.",Elegy
87,James Beattie,Elegy (Tir'D With The Busy Crouds),"Tir'd with the busy crouds, that all the day 
Impatient throng where Folly's altars flame, 
My languid powers dissolve with quick decay, 
Till genial Sleep repair the sinking frame. 

Hail kind Reviver! that canst lull the cares, 
And every weary sense compose to rest, 
Lighten th' oppressive load which Anguish bears, 
And warm with hope the cold desponding breast. 

Touch'd by thy rod, from Power's majestic brow 
Drops the gay plume; he pines a lowly clown; 
And on the cold earth stretch'd the son of Woe 
Quaffs Pleasure's draught, and wears a fancy'd crown. 

When rous'd by thee, on boundless pinions born 
Fancy to fairy scenes exults to rove, 
Now scales the cliff gay-gleaming on the morn, 
Now sad and silent treads the deepening grove; 

Or skims the main, and listens to the storms, 
Marks the long waves roll far remote away; 
Or mingling with ten thousand glittering forms 
Floats on the gale, and basks in purest day. 

Haply, ere long, pierc'd by the howling blast 
Through dark and pathless desarts I shall roam, 
Plunge down th' unfathom'd deep, or shrink aghast 
Where bursts the shrieking spectre from the tomb: 

Perhaps loose Luxury's enchanting smile 
Shall lure my steps to some romantic dale, 
Where Mirth's light freaks th' unheeded hours beguile, 
And airs of rapture warble in the gale. 

Instructive emblem of this mortal state! 
Where scenes as various every hour arise 
In swift succession, which the hand of Fate 
Presents, then snatches from our wondering eyes. 

Be taught, vain man, how fleeting all thy joys, 
Thy boasted grandeur, and thy glittering store; 
Death comes, and all thy fancy'd bliss destroys, 
Quick as a dream it fades, and is no more. 

And, sons of Sorrow! though the threatening storm 
Of angry Fortune overhang a while, 
Let not her frowns your inward peace deform; 
Soon happier days in happier climes shall smile. 

Through earth's throng'd visions while we toss forlorn, 
'Tis tumult all, and rage, and restless strife; 
But these shall vanish like the dreams of morn, 
When Death awakes us to immortal life.",Elegy
88,Leo Yankevich,Elegy,"After the tears, heartfelt tears and crocodile tears,   
I sit here with mouldy bread crumbs, dill leaves and salt.    

The plastic clock above the fridge strikes the hour  
to the sound of the same old quarrelling in the street,     

echoes resound in the gutters like bits of truth  
and madness still propels our globe like the first ache.    

We’ve buried you the way you asked: with no stone  
or wooden cross above your decaying forehead,     

only the simple sky, the clouds, and the old sun.  
And at night the moon and the stars will comfort you    

more faithfully than any human ever could.  
Sad grand poet, I wish I could find the right words,     

but for the thousandth time the cold wind says it best,   
and nothing is more eloquent than its goodbye.",Elegy
89,Thomas Chatterton,Elegy On The Death Of Mr. Phillips,"No more I hail the morning's golden gleam,
No more the wonders of the view I sing;
Friendship requires a melancholy theme,
At her command the awful lyre I string!

Now as I wander through this leafless grove,
Where tempests howl, and blasts eternal rise,
How shall I teach the chorded shell to move,
Or stay the gushing torrent from my eyes?

Phillips! great master of the boundless lyre,
The would my soul-rack'd muse attempt to paint;
Give me a double portion of thy fire,
Or all the powers of language are too faint.

Say, soul unsullied by the filth of vice,
Say, meek-eyed spirit, where's thy tuneful shell,
Which when the silver stream was lock'd with ice,
Was wont to cheer the tempest-ravaged dell?

Oft as the filmy veil of evening drew
The thick'ning shade upon the vivid green,
Thou, lost in transport at the dying view,
Bid'st the ascending muse display the scene.

When golden Autumn, wreathed in ripen'd corn,
From purple clusters prest the foamy wine,
Thy genius did his sallow brows adorn,
And made the beauties of the season thine.

With rustling sound the yellow foliage flies,
And wantons with the wind in rapid whirls;
The gurgling riv'let to the valley hies,
Whilst on its bank the spangled serpent curls.

The joyous charms of Spring delighted saw
Their beauties doubly glaring in thy lay;
Nothing was Spring which Phillips did not draw,
And every image of his muse was May.

So rose the regal hyacinthial star,
So shone the verdure of the daisied bed,
So seemed the forest glimmering from afar;
You saw the real prospect as you read.

Majestic Summer's blooming flow'ry pride
Next claim'd the honour of his nervous song;
He taught the stream in hollow trills to glide,
And led the glories of the year along.

Pale rugged Winter bending o'er his tread,
His grizzled hair bedropt with icy dew;
His eyes, a dusky light congealed and dead,
His robe, a tinge of bright ethereal blue.

His train a motley'd, sanguine, sable cloud,
He limps along the russet, dreary moor,
Whilst rising whirlwinds, blasting, keen, and loud,
Roll the white surges to the sounding shore.

Nor were his pleasures unimproved by thee;
Pleasures he has, though horridly deform'd;
The polished lake, the silver'd hill we see,
Is by thy genius fired, preserved, and warm'd.

The rough October has his pleasures too;
But I'm insensible to every joy:
Farewell the laurel! now I grasp the yew,
And all my little powers in grief employ.

Immortal shadow of my much-loved friend!
Clothed in thy native virtue meet my soul,
When on the fatal bed, my passions bend,
And curb my floods of anguish as they roll.

In thee each virtue found a pleasing cell,
Thy mind was honour, thy soul divine;
With thee did every god of genius dwell,
Thou was the Helicon of all the nine.

Fancy, whose various figure-tinctured vest
Was ever changing to a different hue;
Her head, with varied bays and flow'rets drest,
Her eyes, two spangles of the morning dew.

With dancing attitude she swept thy string;
And now she soars, and now again descends;
And now reclining on the zephyr's wing,
Unto the velvet-vested mead she bends.

Peace, deck'd in all the softness of the dove,
Over thy passions spread her silver plume;
The rosy veil of harmony and love
Hung on thy soul in eternal bloom.

Peace, gentlest, softest of the virtues, spread
Her silver pinions, wet with dewy tears,
Upon her best distinguished poet's head,
And taught his lyre the music of the spheres.

Temp'rance, with health and beauty in her train,
And massy-muscled strength in graceful pride,
Pointed at scarlet luxury and pain,
And did at every frugal feast preside.

Black melancholy stealing to the shade
With raging madness, frantic, loud, and dire,
Whose bloody hand displays the reeking blade,
Were strangers to thy heaven-directed lyre.

Content, who smiles in every frown of fate,
Wreath'd thy pacific brow and sooth'd thy ill:
In thy own virtues and thy genius great,
The happy muse laid every trouble still.

But see! the sick'ning lamp of day retires,
And the meek evening shakes the dusky grey;
The west faint glimmers with the saffron fires,
And like thy life, O Phillips! dies away.

Here, stretched upon this heaven-ascending hill,
I'll wait the horrors of the coming night,
I'll imitate the gently-plaintive rill,
And by the glare of lambent vapours write.

Wet with the dew the yellow hawthorns bow;
The rustic whistles through the echoing cave;
Far o'er the lea the breathing cattle low,
And the full Avon lifts the darken'd wave.

Now, as the mantle of the evening swells
Upon my mind, I feel a thick'ning gloom!
Ah! could I charm by necromantic spells
The soul of Phillips from the deathy tomb!

Then would we wander through the darken'd vale,
In converse such as heavenly spirits use,
And, borne upon the pinions of the gale,
Hymn the Creator, and exert the muse.

But, horror to reflection! now no more
Will Phillips sing, the wonder of the plain!
When, doubting whether they might not adore,
Admiring mortals heard his nervous strain.

See! see! the pitchy vapour hides the lawn,
Nought but a doleful bell of death is heard,
Save where into a blasted oak withdrawn
The scream proclaims the curst nocturnal bird.

Now, rest my muse, but only rest to weep
A friend made dear by every sacred tie;
Unknown to me be comfort peace or sleep:
Phillips is dead- 'tis pleasure then to die.

Few are the pleasures Chatterton e'er knew,
Short were the moments of his transient peace;
But melancholy robb'd him of those few,
And this hath bid all future comfort cease.

And can the muse be silent, Phillips gone!
And am I still alive? My soul, arise!
The robe of immortality put on,
And meet thy Phillips in his native skies.",Elegy
90,Henry King,An Elegy Upon Mrs. Kirk Unfortunately Dr..,"For all the Ship-wracks, and the liquid graves 
Lost men have gain'd within the furrow'd waves, 
The Sea hath fin'd and for our wrongs paid use, 
When its wrought foam a Venus did produce. 
But what repair wilt thou unhappy Thames 
Afford our losse? thy dull unactive streames 
Can no new beauty raise, nor yet restore 
Her who by thee was ravisht from our shore: 
Whose death hath stain'd the glory of thy flood, 
And mixt the guilty Channel with her blood. 
O Neptune! was thy favour onely writ 
In that loose Element where thou dost sit? 
That after all this time thou should'st repent 
Thy fairest blessing to the Continent? 
Say, what could urge this Fate? is Thetis dead, 
Or Amphitrite from thy wet armes fled? 
Was't thou so poor in Nymphs, that thy moist love 
Must be maintain'd with pensions from above? 
If none of these, but that whil'st thou did'st sleep 
Upon thy sandy pillow in the deep, 
This mischief stole upon us: may our grief 
Waken thy just revenge on that slie thief, 
Who in thy fluid Empire without leave, 
And unsuspected, durst her life bereave. 
Henceforth invert thy order, and provide 
In gentlest floods a Pilot for our guide. 
Let rugged Seas be lov'd, but the Brooks smile 
Shunn'd like the courtship of a Crocodile; 
And where the Current doth most smoothly pass, 
Think for her sake that stream deaths Looking-glass, 
To shew us our destruction is most neer, 
When pleasure hath begot least sense of fear. 
Else break thy forked Scepter 'gainst some Rock, 
If thou endure a flatt'ring calm to mock 
Thy far-fam'd pow'r, and violate that law 
Which keeps the angry Ocean in aw. 
Thy Trident will grow useless, which doth still 
Wild tempests, if thou let tame rivers kill. 
Mean time we ow thee nothing. Our first debt 
Lies cancell'd in thy watry Cabinet. 
We have for Her thou sent'st us from the Main, 
Return'd a Venus back to thee again.",Elegy
91,William Shenstone,Elegy Ii. On Posthumous Reputation - To ..,"O grief of griefs! that Envy's frantic ire
Should rob the living virtue of its praise;
O foolish Muses! that with zeal aspire
To deck the cold insensate shrine with bays.

When the free spirit quits her humble frame,
To tread the skies with radiant garlands crown'd;
Say, will she hear the distant voice of Fame?
Or, hearing, fancy sweetness in the sound?

Perhaps even Genius pours a slighted lay;
Perhaps even Friendship sheds a fruitless tear;
Even Lyttleton but vainly trims the bay,
And fondly graces Hammond's mournful bier.

Though weeping virgins haunt his favour'd urn,
Renew their chaplets, and repeat their sighs;
Though near his tomb SabÃ¦an odours burn,
The loit'ring fragrance will it reach the skies?

No; should his Delia votive wreaths prepare,
Delia might place the votive wreaths in vain:
Yet the dear hope of Delia's future care
Once crown'd his pleasures, and dispell'd his pain.

Yes-the fair prospect of surviving praise
Can every sense of present joys excel;
For this, great Hadrian chose laborious days;
Through this, expiring, bade a gay farewell.

Shall then our youths, who Fame's bright fabric raise,
To life's precarious date confine their care?
O teach them you to spread the sacred base,
To plan a work through latest ages fair!

Is it small transport, as with curious eye
You trace the story of each Attic sage,
To think your blooming praise shall time defy?
Shall waft, like odours, through the pleasing page?

To mark the day when, through the bulky tome,
Around your name the varying style refines?
And readers call their lost attention home,
Led by that index where true genius shines?

Ah! let not Britons doubt their social aim,
Whose ardent bosoms catch this ancient fire;
Cold interest melts before the vivid flame,
And patriot ardours but with life expire.",Elegy
92,chandra thiagarajan,Taj Mahal- -An Elegy In Marble,"Taj Mahal, the glory, of India
Is an epic marble monument
Situated in Uttar Pradesh, Agra
Which  is immensely magnificent.

It majestically, with dignity,  stands
On the banks of river Yamuna- 
Where many a tourist happily lands
To  view the spectacle and the panorama.

Shah Jahan the Mughal Emperor built
In memory of his beloved wife, Mumtaz Mahal
The Paradise on Earth that would never wilt
A   monument of enormous beauty-  the Taj Mahal.! 

In the year 1631, the Queen passed away
And the Emperor was inconsolable- 
In his misery, none could him allay.
His mission now, was to erect a monument admirable.

His deep love for her being intangible
He wished to build a sepulchre in her memory
 The monument, he thought, ought to be incredible
With  a never before thought of finery.

For money the Emperor had no dearth
He spent more than thirty two crores
In those days it was many times its worth
With all his amassed resources.

Over 42 acres of land, the monument occupied
The central focus of the complex being the tomb
Four tall minarets frame on every side
A spectacular marble dome surrounds the tomb.

Islamic, Indian, Ottoman, Turkish, and Persian
Are the architectural style- - elements
The principal designer Lahauri’s combinations
Is an integrated complex of structures’ placements.

Twenty two long years it took
Employing workers twenty thousand
To fetch the phenomenal beauteous look
 With  over thousand elephants summoned.

To transport the required material
From the whole of India
For the construction ideal
With  sculptors from Persia.

The translucent white marble
Was brought from Makrana and Rajasthan
From China came Jade and Crystal
The Lapis Lazuli was from Afghanisthan.

The turquoise was from Tibet
Sapphire was got from Sri Lanka
For the special carving of the rosette
Carnelian was got from Arabia.

Calligraphers came from Syria
From Bukhara too came sculptors
The In-layers came from South India
And from Baluchisthan came stone-cutters.

Taj Mahal is a marble mausoleum in white
Jeweled in stones semi-precious
It is an unimaginable delight
To  eye the paradise on earth for the empress.

The main monument is two storeyed
With a huge rotunda over the octagonal building 
The celebrated duo are there buried
Where sky-scrapper minarets are shielding. 

The top with a lotus design is decorated
Which  serves to accentuate the height
The finial by a crescent moon is spotted
A  typical Islamic motif –which is a lovely sight.

 To the complex of Taj Mahal portal
Are three beautiful  gate-ways –lofty
Richly decorated is the portion- central
With delicate carvings in marble—a beauty.

Dazzling precious stones, inlaid, adorn
In floral and geometric illustrations
Inscription with passages from Quran
Display the Islamic faith—compositions.

Taj Mahal means Crown Palace
The  visual grandeur with no equal
Gave the Emperor much solace
For  the rich beauty had no rival.

The Taj is beauty personified
Bringing a saga come alive
It stands with its blissful pride
As one and only of its kind that does survive.

It is considered as an architectural wonder
Which  is beyond the scope of words
In the full moon light the splendor
Of the combination of solids and voids

Concave and convex and light shadow
Of the arches and domes are all aesthetic.
In the early morn it is aglow
And the visual treat is ecstatic.

The Taj,  different shades displays
It is pinkish in the morning
With the moon it shines with golden rays
 And is milky white in the evening.

Taj Mahal is greatly remarkable
For its perfect geometric proportions
And for the marvel of marvels in marble
As  also for its architectural decorations.

 The Taj Mahal has been classified- - right
As a new  “ Wonder of the World” for its charm
It became a UNESCO World Heritage Site
To  take good care lest it comes to harm.

 It is the ethereal love for his wife Mumtaz Mahal
That  induced the King to build the Taj for her glory
Rabindranath Tagore described the Taj Mahal
As- “It’s a tear drop on the cheek of history”.

Taj Mahal was the ultimate realization
As a symbol of pure love and emotion
Of Emperor Shah Jahan’s dream of immortalization
Of  the divinity of his eternal love and passion.",Elegy
93,Henry King,Athe Anniverse. An Elegy.,"So soon grown old! hast thou been six years dead? 
Poor earth, once by my Love inhabited! 
And must I live to calculate the time 
To which thy blooming youth could never climbe, 
But fell in the ascent! yet have not I 
Studi'd enough thy losses history. 
How happy were mankind if Death's strict lawes 
Consum'd our lamentations like the cause! 
Or that our grief turning to dust might end 
With the dissolved body of a friend! 
But sacred Heaven! O how just thou art 
In stamping deaths impression on that heart 
Which through thy favours would grow insolent, 
Were it not physick't by sharp discontent. 
If then it stand resolv'd in thy decree 
That still I must doom'd to a Desart be 
Sprung out of my lone thoughts, which know no path 
But what my own misfortune beaten hath: 
If thou wilt bind me living to a coarse, 
And I must slowly waste; I then of force 
Stoop to thy great appointment, and obey 
That will which nought avail me to gainsay. 
For whil'st in sorrowes Maze I wander on, 
I do but follow lifes vocation. 
Sure we were made to grieve: at our first birth 
With cries we took possession of the earth; 
And though the lucky man reputed be 
Fortunes adopted son, yet onely he 
Is Natures true born child, who summes his years 
(Like me) with no Arithmetick but tears.",Elegy
94,Muriel Rukeyser,Elegy In Joy,"We tell beginnings: for the flesh and the answer,
or the look, the lake in the eye that knows,
for the despair that flows down in widest rivers,
cloud of home; and also the green tree of grace,
all in the leaf, in the love that gives us ourselves.

The word of nourishment passes through the women,
soldiers and orchards rooted in constellations,
white towers, eyes of children: 
saying in time of war What shall we feed?
I cannot say the end.

Nourish beginnings, let us nourish beginnings.
Not all things are blest, but the
seeds of all things are blest.
The blessing is in the seed.

This moment, this seed, this wave of the sea, this look, this instant of love.
Years over wars and an imagining of peace.  Or the expiation journey
toward peace which is many wishes flaming together,
fierce pure life, the many-living home.
Love that gives us ourselves, in the world known to all
new techniques for the healing of the wound,
and the unknown world.  One life, or the faring stars.",Elegy
95,Henry King,An Elegy Upon The Immature Loss Of The M..,"I envy not thy mortal triumphs, Death, 
(Thou enemy to Vertue as to Breath) 
Nor do I wonder much, nor yet complain 
The weekly numbers by thy arrow slain. 
The whole world is thy Factory, and we 
Like traffick driven and retail'd by Thee: 
And where the springs of life fill up so fast, 
Some of the waters needs must run to waste. 
It is confest, yet must our griefs dispute 
That which thine own conclusion doth refute 
Ere we begin. Hearken! for if thy ear 
Be to thy throat proportion'd, thou canst hear. 
Is there no order in the work of Fate? 
Nor rule, but blindly to anticipate 
Our growing seasons? or think'st thou 'tis just, 
To sprinkle our fresh blossomes with thy dust, 
Till by abortive funerals, thou bring 
That to an Autumn Nature meant a Spring? 
Is't not enough for thee that wither'd age 
Lies the unpiti'd subject of thy rage; 
But like an ugly Amorist, thy crest 
Must be with spoyles of Youth and Beauty drest? 
In other Camps, those which sate down to day 
March first to morrow, and they longest stay 
Who last came to the service: But in thine, 
Onely confusion stands for discipline. 
We fall in such promiscuous heaps, none can 
Put any diff'rence 'twixt thy Rear or Van; 
Since oft the youngest lead thy Files. For this 
The grieved world here thy accuser is, 
And I a Plaintiff, 'mongst those many ones 
Who wet this Ladies Urn with zealous moanes; 
As if her ashes quick'ning into years 
Might be again embody'd by our tears 
But all in vain; the moisture we bestow 
Shall make assoon her curled Marble grow, 
As render heat, or motion to that blood, 
Which through her veins branch't like an azure flood; 
Whose now still Current in the grave is lost, 
Lock't up, and fetter'd by eternal frost. 
Desist from hence, doting Astrology! 
To search for hidden wonders in the sky; 
Or from the concourse of malignant starres 
Foretel diseases gen'ral as our warres: 
What barren droughts, forerunners of lean dearth: 
Threaten to starve the plenty of the earth: 
What horrid forms of darkness must affright 
The sickly world, hast'ning to that long night 
Where it must end. If there no Portents are, 
No black eclipses for the Kalendar, 
Our times sad Annals will remembred be 
Ith' loss of bright Northumberland and Thee: 
Two Starres of Court, who in one fatal year 
By most untimely set dropt from their Sphear. 
Shee in the winter took her flight, and soon 
As her perfections reach't the point of Noon, 
Wrapt in a cloud, contracted her wisht stay 
Unto the measure of a short-liv'd day. 
But Thou in Summer, like an early Rose 
By Deaths cold hand nipp'd as Thou didst disclose, 
Took'st a long day to run that narrow stage, 
Which in two gasping minutes summ'd thy age. 
And, as the fading Rose, when the leaves shed 
Lies in its native sweetness buried, 
Thou in thy vertues bedded and inherst 
Sleep'st with those odours thy pure fame disperst. 
Where till that Rising Morn thou must remain, 
In which thy wither'd flowres shall spring again. 
And greater beauties thy wak't body vest 
Then were at thy departure here possest. 
So with full eyes we close thy vault. Content 
(With what thy loss bequeaths us) to lament, 
And make that use of thy griev'd funerall, 
As of a Chrystall broken in the fall; 
Whose pitti'd fractures gather'd up, and set, 
May smaller Mirrours for Thy Sex beget; 
There let them view themselves, untill they see 
The end of all their glories shew'n in Thee. 
Whil'st in the truth of this sad tribute, I 
Thus strive to Canonize thy Memory.",Elegy
96,William Shenstone,Elegy I. He Arrives At His Retirement In..,"He Arrives at His Retirement in the Country, and Takes Occasion To Expatiate in Praise of Simplicity.

To a Friend


For rural virtues, and for native skies,
I bade Augusta's venal sons farewell;
Now 'mid the trees I see my smoke arise,
Now hear the fountains bubbling round my cell.

O may that Genius, which secures my rest,
Preserve this villa for a friend that's dear!
Ne'er may my vintage glad the sordid breast,
Ne'er tinge the lip that dares be insincere!

Far from these paths, ye faithless Friends, depart!
Fly my plain board, abhor my hostile name!
Hence the faint verse that flows not from the heart,
But mourns, in labour'd strains, the price of fame!

O loved Simplicity! be thine the prize!
Assiduous Art correct her page in vain!
His be the palm, who, guiltless of disguise,
Contemns the power the dull resource to feign!

Still may the mourner, lavish of his tears
For lucre's venal need, invite my scorn!
Still may the bard, dissembling doubts and fears,
For praise, for flattery sighing, sigh forlorn!

Soft as the line of lovesick Hammond flows,
'Twas his fond heart effused the melting theme;
Ah! never could Aonia's hill disclose
So fair a fountain, or so loved a stream.

Ye loveless Bards! intent with artful pains
To form a sigh, or to contrive a tear!
Forego your Pindus, and on - plains
Survey Camilla's charms, and grow sincere.

But thou, my Friend! while in thy youthful soul
Love's gentle tyrant seats his awful throne,
Write from thy bosom-let not art control
The ready pen, that makes his edicts known.

Pleasing, when youth is long expired, to trace
The forms our pencil or our pen design'd!
'Such was our youthful air, and shape, and face!
Such the soft image of our youthful mind!'

Soft, whilst we sleep beneath the rural bowers,
The Loves and Graces steal unseen away;
And where the turf diffused its pomp of flowers,
We wake to wintry scenes of chill decay!

Curse the sad fortune that detains thy fair;
Praise the soft hours that gave thee to her arms;
Paint thy proud scorn of every vulgar care,
When hope exalts thee, or when doubt alarms.

Where with Oenone thou hast worn the day,
Near fount or stream, in meditation, rove;
If in the grove Oenone loved to stray,
The faithful Muse shall meet thee in the grove.",Elegy
97,Henry King,An Elegy Upon The Death Of Mr. Edward Holt,"VVhether thy Fathers, or diseases rage, 
More mortal prov'd to thy unhappy age, 
Our sorrow needs not question; since the first 
Is known for length and sharpness much the worst. 
Thy Feaver yet was kind; which the ninth day 
For thy misfortunes made an easie way. 
When th' other barbarous and Hectick fit, 
In nineteen winters did not intermit. 
I therefore vainly now not ask thee why 
Thou didst so soon in thy Youths mid-way dy: 
But in my sence the greater wonder make 
Thy long oppressed heart no sooner brake. 
Of force must the neglected blossom fall 
When the tough root becomes unnaturall, 
And to his branches doth that sap deny, 
Which them with life and verdure should supply. 
For Parents shame, let it forgotten be, 
And may the sad example die with thee. 
It is not now thy grieved friends intent 
To render thee dull Pities argument. 
Thou hast a bolder title unto fame, 
And at Edge-Hill thou didst make good the claime; 
When in thy Royal Masters Cause and Warre 
Thy ventur'd life brought off a noble skarre. 
Nor did thy faithful services desist 
Till death untimely strook thee from the List. 
Though in that prouder vault then, which doth tomb 
Thy ancestors, thy body find not room, 
Thine own deserts have purchas'd thee a place, 
Which more renowned is then all thy race; 
For in this earth thou dost ennobled ly 
With marks of Valour and of Loyalty.",Elegy
