,Author,Title,Poem,Form
63,Banjo Paterson,The Ballad Of That P.N.,"The shades of night had fallen at last, 
When through the house a shadow passed, 
That once had been the Genial Dan, 
But now become a desperate man, 
At question time he waited near, 
And on the Premier's startled ear 
A voice fell like half a brick -- 
""Did ye, or did ye not, pay Crick 
Did ye?"" 
By land and sea the Premier sped, 
But found his foe where'er he fled, 
The sailors swore -- with whitened lip -- 
That Neptune swam behind the ship: 
When to the stern the Premier ran, 
Behold, 'twas no one else but Dan, 
And through the roaring of the gale 
That clarion voice took up the tale, 
""Ahot there! Answer, straight and slick! 
Did not the Ministry pay Crick 
Did they?"" 

In railway trains he sought retreat, 
But soon, from underneath the seat, 
With blazing eye and bristling beard, 
His ancient enemy appeared, 
And like a boiling torrent ran 
The accents of the angry Dan -- 
""Tell me, John See, and tell me quick 
Did not ye pay your shares to Crick 
Did ye?""",Ballad
64,Banjo Paterson,The Ballad Of The Carpet Bag,"Ho! Darkies, don't you hear dose voters cryin' 
Pack dat carpet bag! 
You must get to de Poll, you must get there flyin'; 
Pack dat carpet bag! 
You must travel by de road, you must travel by de train, 
And the things what you've done you will have to explain, 
And the things what you've promised, you must promise 'em again. 
Pack dat carpet bag! 
Hear dem voters callin! 
Pack de clean boiled rag. 
For there's grass in the west, and the rain am fallin'. 
Pack dat carpet bag! 

You must pack up a volume of Coghlan's Figures, 
Pack dat carpet bag! 
And a lot o' little jokes to amuse those niggers. 
Pack dat carpet bag! 
You must wheedle all de gals with a twinkle of your eye, 
You must bob down your head when de eggs begin to fly. 
Oh! those eggs what they're saving, and they'll throw 'em by and by. 
Pack dat carpet bag! 

Hear dem voters callin'! 
Pack de clean boiled rag. 
For there's grass in the west, and the rain am fallin'. 
Pack dat carpet bag! 

You must get upon a stump, you must practise speakin', 
Pack dat carpet bag! 
You must follow Georgie Reid or Alfred Deakin. 
Pack dat carpet bag! 
You must come to de scratch, or you're bound to fail, 
For it ain't any time to be sittin' on de rail, 
Or de votes that you'll get -- they won't keep you out o' jail. 
Pack dat carpet bag! 

Hear dem voters callin'! 
Pack de clean boiled rag. 
For there's grass in the west, and the rain am fallin'. 
Pack dat carpet bag! 

And supposin' that you're beat, and you feel like cryin', 
Pack dat carpet bag! 
You must hustle back to work -- just to keep from dyin'. 
Pack dat carpet bag! 
You must travel second-class when you travel by de train, 
For you haven't got a pass on de end of your chain, 
While the other fellow's packing for de great campaign. 
Pack dat carpet bag! 

Hear dem voters callin'! 
Pack de clean boiled rag. 
For there's grass in the west, and the rain am fallin'. 
Pack dat carpet bag!",Ballad
65,Ankoku Gekido,The Gothic Ballad,"I walk carelessly down the dark road
My heavy black boots constantly clicking
Clicking on the cold cement
My long black and velvet Trench coat 
Billowing in the slight breeze
My Chest slightly rising under my tight corset
My chains on my pants jingling together
As I walk down this Moon lit road
Staring up at the midnight moon
This is the ballad
The ballad of the lost
Of the silent warriors
Of the people you pass by and call freaks
Of the people
Who will save your soul
For our souls are pure
Our souls sing this ballad
The ballad of the night
The ballad of the pure hearts",Ballad
66,Paul Laurence Dunbar,A Border Ballad,"OH, I haven't got long to live, for we all
Die soon, e'en those who live longest;
And the poorest and weakest are taking their chance
Along with the richest and strongest.
So it's heigho for a glass and a song,
And a bright eye over the table,
And a dog for the hunt when the game is flush.
And the pick of a gentleman's stable.
There is Dimmock o' Dune, he was here yesternight,
But he's rotting to-day on Glen Arragh;
'Twas the hand o' MacPherson that gave him the blow,
And the vultures shall feast on his marrow.
But it's heigho for a brave old song
And a glass while we are able;
Here's a health to death and another cup
To the bright eye over the table.
I can show a broad back and a jolly deep chest,
But who argues now on appearance?
A blow or a thrust or a stumble at best
May send me to-day to my clearance.
Then it's heigho for the things I love,
My mother'll be soon wearing sable,
But give me my horse and my dog and my glass,
And a bright eye over the table.",Ballad
67,Banjo Paterson,The Ballad Of Cockatoo Dock,"Of all the docks upon the blue 
There was no dockyard, old or new, 
To touch the dock at Cockatoo. 

Of all the ministerial clan 
There was no nicer, worthier man 
Than Admiral O'Sullivan. 

Of course, we mean E. W. 
O'Sullivan, the hero who 
Controlled the dock at Cockatoo. 

To workmen he explained his views -- 
""You need not toil unless you choose, 
Your only work is drawing screws."" 

And sometimes to their great surprise 
When votes of censure filled the skies 
He used to give them all a rise. 

""What odds about a pound or two?"" 
Exclaimed the great E. W. 
O'Sullivan at Cockatoo. 

The dockyard superintendent, he 
Was not at all what he should be -- 
He sneered at all this sympathy. 

So when he gave a man the sack 
O'Sullivan got on his track 
And straightway went and fetched him back. 

And with a sympathetic tear 
He'd say, ""How dare you interfere, 
You most misguided engineer? 

""Your sordid manners please amend -- 
No man can possibly offend 
Who has a Member for a friend. 

""With euchre, or a friendly rub, 
And whisky, from the nearest 'pub', 
We'll make the dockyard like a club. 

""Heave ho, my hearties, play away, 
We'll do no weary work today. 
What odds -- the public has to pay! 

""And if the public should complain 
I'll go to Broken Hill by train 
To watch McCarthy making rain."" 

And there, with nothing else to do 
No doubt the great E. W. 
Will straightway raise McCarthy's screw.",Ballad
68,Alexander Pope,The Challenge: A Court Ballad,"I. 
To one fair lady out of Court,
And two fair ladies in,
Who think the Turk and Pope a sport,
And wit and love no sin!
Come, these soft lines, with nothing stiff in,
To Bellenden, Lepell, and Griffin.
With a fa, la, la.

II.

What passes in the dark third row,
And what behind the scene,
Couches and crippled chairs I know,
And garrets hung with green;
I know the swing of sinful hack,
Where many damsels cry alack.
With a fa, la, la.

III.
Then why to Courts should I repair,
Where's such ado with Townsend?
To hear each mortal stamp and swear,
And every speech with 'Zounds' end;
To hear them rail at honest Sunderland,
And rashly blame the realm of Blunderland.
With a fa, la, la.

IV. 
Alas! like Schutz I cannot pun,
Like Grafton court the Germans;
Tell Pickenbourg how slim she's grown,
Like Meadows run to sermons;
To court ambitious men may roam,
But I and Marlbro' stay at home.
With a fa, la, la.

V. 
In truth, by what I can discern,
Of courtiers, 'twixt you three,
Some wit you have, and more may learn
From Court, than Gay or Me:
Perhaps, in time, you'll leave high diet,
To sup with us on milk and quiet.
With a fa, la, la.

VI. 
At Leicester Fields, a house full nigh,
With door all painted green,
(A Milliner, I mean); 
There may you meet us three to three,
For Gay can well make two of Me.
With a fa, la, la. 

VII. 
But should you catch the prudish itch,
And each become a coward,
Bring sometimes with you lady Rich,
And sometimes mistress Howard;
For virgins, to keep chaste, must go
Abroad with such as are not so.
With a fa, la, la.

VIII.
And thus, fair maids, my ballad ends;
God send the king safe landing;
And make all honest ladies friends
To armies that are standing;
Preserve the limits of those nations,
And take off ladies' limitations.
With a fa, la, la.",Ballad
69,Banjo Paterson,The Ballad Of The Calliope,"By the far Samoan shore, 
Where the league-long rollers pour 
All the wash of the Pacific on the coral-guarded bay, 
Riding lightly at their ease, 
In the calm of tropic seas, 
The three great nations' warships at their anchors proudly lay. 
Riding lightly, head to wind, 
With the coral reefs behind, 
Three German and three Yankee ships were mirrored in the blue; 
And on one ship unfurled 
Was the flag that rules the world -- 
For on the old Calliope the flag of England flew. 

When the gentle off-shore breeze, 
That had scarcely stirred the trees, 
Dropped down to utter stillness, and the glass began to fall, 
Away across the main 
Lowered the coming hurricane, 
And far away to seaward hung the cloud-wrack like a pall. 

If the word had passed around, 
""Let us move to safer ground; 
Let us steam away to seaward"" -- then his tale were not to tell! 
But each Captain seemed to say 
""If the others stay, I stay!"" 
And they lingered at their moorings till the shades of evening fell. 

Then the cloud-wrack neared them fast, 
And there came a sudden blast, 
And the hurricane came leaping down a thousand miles of main! 
Like a lion on its prey, 
Leapt the storm fiend on the bay, 
And the vessels shook and shivered as their cables felt the strain. 

As the surging seas came by, 
That were running mountains high, 
The vessels started dragging, drifting slowly to the lee; 
And the darkness of the night 
Hid the coral reefs from sight, 
And the Captains dared not risk the chance to grope their way to sea. 

In the dark they dared not shift! 
They were forced to wait and drift; 
All hands stood by uncertain would the anchors hold or no. 
But the men on deck could see, 
If a chance for them might be, 
There was little chance of safety for the men who were below. 

Through that long, long night of dread, 
While the storm raged overhead, 
They were waiting by their engines, with the furnace fires aroar; 
So they waited, staunch and true, 
Though they knew, and well they knew, 
They must drown like rats imprisoned if the vessel touched the shore. 

When the grey dawn broke at last, 
And the long, long night was past, 
While the hurricane redoubled, lest its prey should steal away, 
On the rocks, all smashed and strown, 
Were the German vessels thrown, 
While the Yankees, swamped and helpless, drifted shorewards down the bay. 

Then at last spoke Captain Kane, 
""All our anchors are in vain, 
And the Germans and the Yankees they have drifted to the lee! 
Cut the cables at the bow! 
We must trust the engines now! 
Give her steam, and let her have it, lads! we'll fight her out to sea!"" 

And the answer came with cheers 
From the stalwart engineers, 
From the grim and grimy firemen at the furnaces below; 
And above the sullen roar 
Of the breakers on the shore 
Came the throbbing of the engines as they laboured to and fro. 

If the strain should find a flaw, 
Should a bolt or rivet draw, 
Then -- God help them! for the vessel were a plaything in the tide! 
With a face of honest cheer 
Quoth an English engineer, 
""I will answer for the engiines that were built on old Thames-side! 

""For the stays and stanchions taut, 
For the rivets truly wrought, 
For the valves that fit their faces as a glove should fit the hand. 
Give her every ounce of power; 
If we make a knot an hour 
Then it's way enough to steer her, and we'll drive her from the land."" 

Life a foam-flake tossed and thrown, 
She could barely hold her own, 
While the other ships all helplessly were drifting to the lee. 
Through the smother and the rout 
The Calliope steamed out -- 
And they cheered her from the Trenton that was foundering in the sea. 

Ay! drifting shoreward there, 
All helpless as they were, 
Their vessel hurled upon the reefs as weed ashore is hurled, 
Without a thought of fear 
The Yankees raised a cheer -- 
A cheer that English-speaking folk should echo round the world.",Ballad
70,Rudyard Kipling,The Ballad Of East And West,"Oh, East is East, and West is West, and never the twain shall meet,
     Till Earth and Sky stand presently at God's great Judgment Seat;
     But there is neither East nor West, Border, nor Breed, nor Birth,
     When two strong men stand face to face,
       tho' they come from the ends of the earth!
 
Kamal is out with twenty men to raise the Border-side,
And he has lifted the Colonel's mare that is the Colonel's pride:
He has lifted her out of the stable-door between the dawn and the day,
And turned the calkins upon her feet, and ridden her far away.
Then up and spoke the Colonel's son that led a troop of the Guides:
""Is there never a man of all my men can say where Kamal hides?""
Then up and spoke Mahommed Khan, the son of the Ressaldar:
""If ye know the track of the morning-mist, ye know where his pickets are.
At dusk he harries the Abazai -- at dawn he is into Bonair,
But he must go by Fort Bukloh to his own place to fare,
So if ye gallop to Fort Bukloh as fast as a bird can fly,
By the favour of God ye may cut him off ere he win to the Tongue of Jagai.
But if he be past the Tongue of Jagai, right swiftly turn ye then,
For the length and the breadth of that grisly plain is sown with Kamal's men.
There is rock to the left, and rock to the right, and low lean thorn between,
And ye may hear a breech-bolt snick where never a man is seen.""
The Colonel's son has taken a horse, and a raw rough dun was he,
With the mouth of a bell and the heart of Hell
  and the head of the gallows-tree.
The Colonel's son to the Fort has won, they bid him stay to eat --
Who rides at the tail of a Border thief, he sits not long at his meat.
He's up and away from Fort Bukloh as fast as he can fly,
Till he was aware of his father's mare in the gut of the Tongue of Jagai,
Till he was aware of his father's mare with Kamal upon her back,
And when he could spy the white of her eye, he made the pistol crack.
He has fired once, he has fired twice, but the whistling ball went wide.
""Ye shoot like a soldier,"" Kamal said.  ""Show now if ye can ride.""
It's up and over the Tongue of Jagai, as blown dustdevils go,
The dun he fled like a stag of ten, but the mare like a barren doe.
The dun he leaned against the bit and slugged his head above,
But the red mare played with the snaffle-bars, as a maiden plays with a glove.
There was rock to the left and rock to the right, and low lean thorn between,
And thrice he heard a breech-bolt snick tho' never a man was seen.
They have ridden the low moon out of the sky, their hoofs drum up the dawn,
The dun he went like a wounded bull, but the mare like a new-roused fawn.
The dun he fell at a water-course -- in a woful heap fell he,
And Kamal has turned the red mare back, and pulled the rider free.
He has knocked the pistol out of his hand -- small room was there to strive,
""'Twas only by favour of mine,"" quoth he, ""ye rode so long alive:
There was not a rock for twenty mile, there was not a clump of tree,
But covered a man of my own men with his rifle cocked on his knee.
If I had raised my bridle-hand, as I have held it low,
The little jackals that flee so fast were feasting all in a row:
If I had bowed my head on my breast, as I have held it high,
The kite that whistles above us now were gorged till she could not fly.""
Lightly answered the Colonel's son:  ""Do good to bird and beast,
But count who come for the broken meats before thou makest a feast.
If there should follow a thousand swords to carry my bones away,
Belike the price of a jackal's meal were more than a thief could pay.
They will feed their horse on the standing crop,
  their men on the garnered grain,
The thatch of the byres will serve their fires when all the cattle are slain.
But if thou thinkest the price be fair, -- thy brethren wait to sup,
The hound is kin to the jackal-spawn, -- howl, dog, and call them up!
And if thou thinkest the price be high, in steer and gear and stack,
Give me my father's mare again, and I'll fight my own way back!""
Kamal has gripped him by the hand and set him upon his feet.
""No talk shall be of dogs,"" said he, ""when wolf and gray wolf meet.
May I eat dirt if thou hast hurt of me in deed or breath;
What dam of lances brought thee forth to jest at the dawn with Death?""
Lightly answered the Colonel's son:  ""I hold by the blood of my clan:
Take up the mare for my father's gift -- by God, she has carried a man!""
The red mare ran to the Colonel's son, and nuzzled against his breast;
""We be two strong men,"" said Kamal then, ""but she loveth the younger best.
So she shall go with a lifter's dower, my turquoise-studded rein,
My broidered saddle and saddle-cloth, and silver stirrups twain.""
The Colonel's son a pistol drew and held it muzzle-end,
""Ye have taken the one from a foe,"" said he;
  ""will ye take the mate from a friend?""
""A gift for a gift,"" said Kamal straight; ""a limb for the risk of a limb.
Thy father has sent his son to me, I'll send my son to him!""
With that he whistled his only son, that dropped from a mountain-crest --
He trod the ling like a buck in spring, and he looked like a lance in rest.
""Now here is thy master,"" Kamal said, ""who leads a troop of the Guides,
And thou must ride at his left side as shield on shoulder rides.
Till Death or I cut loose the tie, at camp and board and bed,
Thy life is his -- thy fate it is to guard him with thy head.
So, thou must eat the White Queen's meat, and all her foes are thine,
And thou must harry thy father's hold for the peace of the Border-line,
And thou must make a trooper tough and hack thy way to power --
Belike they will raise thee to Ressaldar when I am hanged in Peshawur.""
 
They have looked each other between the eyes, and there they found no fault,
They have taken the Oath of the Brother-in-Blood on leavened bread and salt:
They have taken the Oath of the Brother-in-Blood on fire and fresh-cut sod,
On the hilt and the haft of the Khyber knife, and the Wondrous Names of God.
The Colonel's son he rides the mare and Kamal's boy the dun,
And two have come back to Fort Bukloh where there went forth but one.
And when they drew to the Quarter-Guard, full twenty swords flew clear --
There was not a man but carried his feud with the blood of the mountaineer.
""Ha' done! ha' done!"" said the Colonel's son.
  ""Put up the steel at your sides!
Last night ye had struck at a Border thief --
  to-night 'tis a man of the Guides!""
 
     Oh, East is East, and West is West, and never the twain shall meet,
     Till Earth and Sky stand presently at God's great Judgment Seat;
     But there is neither East nor West, Border, nor Breed, nor Birth,
     When two strong men stand face to face,
       tho' they come from the ends of the earth!",Ballad
71,Emily Pauline Johnson,The Ballad Of Yaada (A Legend Of The Pac..,"There are fires on Lulu Island, and the sky is opalescent 
 With the pearl and purple tinting from the smouldering of peat. 
And the Dream Hills lift their summits in a sweeping, hazy crescent, 
 With the Capilano canyon at their feet. 

There are fires on Lulu Island, and the smoke, uplifting, lingers 
 In a faded scarf of fragrance as it creeps across the day, 
And the Inlet and the Narrows blur beneath its silent fingers, 
 And the canyon is enfolded in its grey. 

But the sun its face is veiling like a cloistered nun at vespers; 
 As towards the alter candles of the night a censer swings, 
And the echo of tradition wakes from slumbering and whispers, 
 Where the Capilano river sobs and sings. 

It was Yaada, lovely Yaada, who first taught the stream its sighing, 
 For 'twas silent till her coming, and 'twas voiceless as the shore; 
But throughout the great forever it will sing the song undying 
 That the lips of lovers sing for evermore. 

He was chief of all the Squamish, and he ruled the coastal waters-- 
 And he warred upon her people in the distant Charlotte Isles; 
She, a winsome basket weaver, daintiest of Haida daughters, 
 Made him captive to her singing and her smiles. 

Till his hands forgot to havoc and his weapons lost their lusting, 
 Till his stormy eyes allured her from the land of Totem Poles, 
Till she followed where he called her, followed with a woman's trusting, 
 To the canyon where the Capilano rolls. 

And the women of the Haidas plied in vain their magic power, 
 Wailed for many moons her absence, wailed for many moons their prayer,",Ballad
72,Padraic Colum,Polonius And The Ballad Singers,"A gaunt built woman and her son-in-law— 
A broad-faced fellow, with such flesh as shows 
Nothing but easy nature—and his wife, 
The woman’s daughter, who spills all her talk 
Out of a wide mouth, but who has eyes as gray 
As Connemara, where the mountain-ash 
Shows berries red indeed: they enter now— 
Our country singers! 
“Sing, my good woman, sing us some romance 
That has been round your chimney-nooks so long 
’Tis nearly native; something blown here 
And since made racy—like yon tree, I might say, 
Native by influence if not by species, 
Shaped by our winds. You understand, I think?” 
“I’ll sing the song, sir.” 
To-night you see my face— 
Maybe nevermore you’ll gaze 
On the one that for you left his friends and kin; 
For by the hard commands 
Of the lord that rules these lands 
On a ship I’ll be borne from Cruckaunfinn! 
Oh, you know your beauty bright 
Has made him think delight 
More than from any fair one he will gain; 
Oh, you know that all his will 
Strains and strives around you till 
As the hawk upon his hand you are as tame! 
Then she to him replied: 
I’ll no longer you deny, 
And I’ll let you have the pleasure of my charms; 
For to-night I’ll be your bride, 
And whatever may betide 
It’s we will lie in one another’s arms! 
“You should not sing 
With body doubled up and face aside— 
There is a climax here—‘It’s we will lie’— 
Hem—passionate! And what does your daughter sing?” 
“A song I like when I do climb bare hills— 
’Tis all about a hawk.” 
No bird that sits on rock or bough 
Has such a front as thine; 
No king that has made war his trade 
Such conquest in his eyne! 
I mark thee rock-like on the rock 
Where none can see a shape. 
I climb, but thou dost climb with wings, 
And like a wish escape, 
She said— 
And like a wish escape! 
No maid that kissed his bonny mouth 
Of another mouth was glad; 
Such pride was in our chieftain’s eyes, 
Such countenance he had! 
But since they made him fly the rocks, 
Thou, creature, art my quest. 
Then lift me with thy steady eyes. 
If then to tear my breast, 
She said— 
If then to tear my breast! 
“The songs they have 
Are the last relics of the feudal world: 
Women will keep them—byzants, doubloons, 
When men will take up songs that are as new 
As dollar bills. What song have you, young man? 
“A song my father had, sir. It was sent him 
From across the sea, and there was a letter with it, 
Asking my father to put it to a tune 
And sing it all roads. He did that, in troth, 
And five pounds of tobacco were sent with the song 
To fore-reward him. I’ll sing it for you now— 
The Baltimore Exile. 
” The house I was bred in—ah, does it remain? 
Low walls and loose thatch standing lone in the rain, 
With the clay of the walls coming through with its stain, 
Like the blackbird’s left nest in the briar! 
Does a child there give heed to the song of the lark, 
As it lifts and it drops till the fall of the dark, 
When the heavy-foot kine trudge home from the paurk, 
Or do none but the red-shank now listen? 
The sloe-bush, I know, grows close to the well, 
And its long-lasting blossoms are there, I can tell, 
When the kid that was yeaned when the first ones befell 
Can jump to the ditch that they grow on! 
But there’s silence on all. Then do none ever pass 
On the way to the fair or the pattern or mass? 
Do the gray-coated lads drive the ball through the grass 
And speed to the sweep of the hurl? 
O youths of my land! Then will no Bolivar 
Ever muster your ranks for delivering war? 
Will your hopes become fixed and beam like a star? 
Will they pass like the mists from your fields? 
The swan and the swallows, the cuckoo and crake, 
May visit my land and find hillside and lake. 
And I send my song. I’ll not see her awake— 
I’m too old a bird to uncage now! 
“Silver’s but lead in exchange for songs, 
But take it and spend it.” 
“We will. And may we meet your honor’s like 
Every day’s end.” 
“A tune is more lasting than the voice of the birds.” 
“A song is more lasting than the riches of the world.”",Ballad
73,Henry Lawson,Ballad Of The Drover,"Across the stony ridges, 
Across the rolling plain, 
Young Harry Dale, the drover, 
Comes riding home again. 
And well his stock-horse bears him, 
And light of heart is he, 
And stoutly his old pack-horse 
Is trotting by his knee. 

Up Queensland way with cattle 
He travelled regions vast; 
And many months have vanished 
Since home-folk saw him last. 
He hums a song of someone 
He hopes to marry soon; 
And hobble-chains and camp-ware 
Keep jingling to the tune. 

Beyond the hazy dado 
Against the lower skies 
And yon blue line of ranges 
The homestead station lies. 
And thitherward the drover 
Jogs through the lazy noon, 
While hobble-chains and camp-ware 
Are jingling to a tune. 

An hour has filled the heavens 
With storm-clouds inky black; 
At times the lightning trickles 
Around the drover's track; 
But Harry pushes onward, 
His horses' strength he tries, 
In hope to reach the river 
Before the flood shall rise. 

The thunder from above him 
Goes rolling o'er the plain; 
And down on thirsty pastures 
In torrents falls the rain. 
And every creek and gully 
Sends forth its little flood, 
Till the river runs a banker, 
All stained with yellow mud. 

Now Harry speaks to Rover, 
The best dog on the plains, 
And to his hardy horses, 
And strokes their shaggy manes; 
`We've breasted bigger rivers 
When floods were at their height 
Nor shall this gutter stop us 
From getting home to-night!' 

The thunder growls a warning, 
The ghastly lightnings gleam, 
As the drover turns his horses 
To swim the fatal stream. 
But, oh! the flood runs stronger 
Than e'er it ran before; 
The saddle-horse is failing, 
And only half-way o'er! 

When flashes next the lightning, 
The flood's grey breast is blank, 
And a cattle dog and pack-horse 
Are struggling up the bank. 
But in the lonely homestead 
The girl will wait in vain - 
He'll never pass the stations 
In charge of stock again. 

The faithful dog a moment 
Sits panting on the bank, 
And then swims through the current 
To where his master sank. 
And round and round in circles 
He fights with failing strength, 
Till, borne down by the waters, 
The old dog sinks at length. 

Across the flooded lowlands 
And slopes of sodden loam 
The pack-horse struggles onward, 
To take dumb tidings home. 
And mud-stained, wet, and weary, 
Through ranges dark goes he; 
While hobble-chains and tinware 
Are sounding eerily. 

The floods are in the ocean, 
The stream is clear again, 
And now a verdant carpet 
Is stretched across the plain. 
But someone's eyes are saddened, 
And someone's heart still bleeds 
In sorrow for the drover 
Who sleeps among the reeds.",Ballad
74,Alexander Pope,Sandys Ghost ; A Proper Ballad On The Ne..,"Ye Lords and Commons, Men of Wit, 
And Pleasure about Town; 
Read this ere you translate one Bit
Of Books of high Renown.

Beware of Latin Authors all!
Nor think your Verses Sterling,
Though with a Golden Pen you scrawl,
And scribble in a Berlin:

For not the Desk with silver Nails,
Nor Bureau of Expense,
Nor standish well japann'd avails,
To writing of good Sense.

Hear how a Ghost in dead of Night,
With saucer Eyes of Fire,
In woeful wise did sore affright
A Wit and courtly 'Squire.

Rare Imp and Phoebus, hopeful Youth
Like Puppy tame that uses
To fetch and carry, in his Mouth,
The Works of all the Muses.

Ah! why did he write Poetry,
That hereto was so civil;
And sell his soul for vanity,
To Rhyming and the Devil?

A Desk he had of curious Work,
With glittering Studs about;
Within the same did Sandys lurk,
Though Ovid lay without.

Now as he scratch'd to fetch up Thought,
Forth popp'd the Sprite so thin;
And from the Key-hole bolted out,
All upright as a Pin.

With Whiskers, Band, and Pantaloon,
And Ruff composed most duly;
This 'Squire he dropp'd his Pen full soon,
While as the Light burnt bluely.

'Ho! Master Sam,' quoth Sandys' sprite,
'Write on, nor let me scare ye;
Forsooth, if Rhymes fall in not right,
To Budgell seek, or Carey.

'I hear the Beat of Jacob's Drums,
Poor Ovid finds no Quarter!
See first the merry Pembroke comes
In Haste, without his Garter.

'Then Lords and Lordlings, 'Squires and Knights,
Wits, Witlings, Prigs and Peers!
Garth at St. James's, and at White's,
Beats up for Volunteers.

'What Fenton will not do, nor Gay,
Nor Congreve, Rowe, nor Stanyan,
Tom Burnet or Tom D'Urfey may,
John Dunton, Steele, or any one.

'If Justice Philips' costive head
Some frigid Rhymes disburses;
They shall like Persian Tales be read,
And glad both Babes and Nurses.

'Let Warwick's Muse with Ashurst join,
And Ozell's with Lord Hervey's:
Tickell and Addison combine,
And P-pe translate with Jervas. 

'Landsdowne himself, that lively Lord,
Who bows to every Lady,
Shall join with Frowde in one Accord,
And be like Tate and Brady.

'Ye Ladies too draw forth your pen,
I pray where can the hurt lie?
Since you have Brains as well as Men,
As witness Lady Wortley.

'Now, Tonson, list thy Forces all,
Review them, and tell Noses;
For to poor Ovid shall befal
A strange Metamorphosis. 

'A Metamorphosis more strange
Than all his Books can vapour;'
'To what' (quoth 'squire) 'shall Ovid change?'
Quoth Sandys: 'To waste paper.'",Ballad
75,Friedrich Schiller,The Ring Of Polycrates - A Ballad,"Upon his battlements he stood,
And downward gazed in joyous mood,
   On Samos' Isle, that owned his sway,
""All this is subject to my yoke;""
To Egypt's monarch thus he spoke,--
   ""That I am truly blest, then, say!""

""The immortals' favor thou hast known!
Thy sceptre's might has overthrown
   All those who once were like to thee.
Yet to avenge them one lives still;
I cannot call thee blest, until
   That dreaded foe has ceased to be.""

While to these words the king gave vent,
A herald from Miletus sent,
   Appeared before the tyrant there:
""Lord, let thy incense rise to-day,
And with the laurel branches gay
   Thou well may'st crown thy festive hair!""

""Thy foe has sunk beneath the spear,--
I'm sent to bear the glad news here,
   By thy true marshal Polydore""--
Then from a basin black he takes--
The fearful sight their terror wakes--
   A well-known head, besmeared with gore.

The king with horror stepped aside,
And then with anxious look replied:
   ""Thy bliss to fortune ne'er commit.
On faithless waves, bethink thee how
Thy fleet with doubtful fate swims now--
   How soon the storm may scatter it!""

But ere he yet had spoke the word,
A shout of jubilee is heard
   Resounding from the distant strand.
With foreign treasures teeming o'er,
The vessels' mast-rich wood once more
   Returns home to its native land.

The guest then speaks with startled mind:
""Fortune to-day, in truth, seems kind;
   But thou her fickleness shouldst fear:
The Cretan hordes, well skilled, in arms,
Now threaten thee with war's alarms;
   E'en now they are approaching here.""

And, ere the word has 'scaped his lips,
A stir is seen amongst the ships,
   And thousand voices ""Victory!"" cry:
""We are delivered from our foe,
The storm has laid the Cretan low,
   The war is ended, is gone by!""

The shout with horror hears the guest:
""In truth, I must esteem thee blest!
   Yet dread I the decrees of heaven.
The envy of the gods I fear;
To taste of unmixed rapture here
   Is never to a mortal given.""

""With me, too, everything succeeds;
In all my sovereign acts and deeds
   The grace of Heaven is ever by;
And yet I had a well-loved heir--
I paid my debt to fortune there--
   God took him hence--I saw him die.""

""Wouldst thou from sorrow, then, be free.
Pray to each unseen Deity,
   For thy well-being, grief to send;
The man on whom the Gods bestow
Their gifts with hands that overflow,
   Comes never to a happy end.""

""And if the Gods thy prayer resist,
Then to a friend's instruction list,--
   Invoke thyself adversity;
And what, of all thy treasures bright,
Gives to thy heart the most delight--
   That take and cast thou in the sea!""

Then speaks the other, moved by fear:
""This ring to me is far most dear
   Of all this isle within it knows--
I to the furies pledge it now,
If they will happiness allow""--
   And in the flood the gem he throws.

And with the morrow's earliest light,
Appeared before the monarch's sight
   A fisherman, all joyously;
""Lord, I this fish just now have caught,
No net before e'er held the sort;
   And as a gift I bring it thee.""

The fish was opened by the cook,
Who suddenly, with wondering look,
   Runs up, and utters these glad sounds:
""Within the fish's maw, behold,
I've found, great lord, thy ring of gold!
   Thy fortune truly knows no bounds!""

The guest with terror turned away:
""I cannot here, then, longer stay,--
   My friend thou canst no longer be!
The gods have willed that thou shouldst die:
Lest I, too, perish, I must fly""--
   He spoke,--and sailed thence hastily.",Ballad
