,Author,Poem,Form
4,Gwendolyn Brooks,"Rudolph Reed was oaken.
His wife was oaken too.
And his two good girls and his good little man
Oakened as they grew.

""I am not hungry for berries.
I am not hungry for bread.
But hungry hungry for a house
Where at night a man in bed

""May never hear the plaster
Stir as if in pain.
May never hear the roaches
Falling like fat rain.

""Where never wife and children need
Go blinking through the gloom.
Where every room of many rooms
Will be full of room.

""Oh my home may have its east or west
Or north or south behind it.
All I know is I shall know it,
And fight for it when I find it.""

The agent's steep and steady stare
Corroded to a grin.
Why you black old, tough old hell of a man,
Move your family in!

Nary a grin grinned Rudolph Reed,
Nary a curse cursed he,
But moved in his House. With his dark little wife,
And his dark little children three.

A neighbor would look, with a yawning eye
That squeezed into a slit.
But the Rudolph Reeds and children three
Were too joyous to notice it.

For were they not firm in a home of their own
With windows everywhere
And a beautiful banistered stair
And a front yard for flowers and a back for grass?

The first night, a rock, big as two fists.
The second, a rock big as three.
But nary a curse cursed Rudolph Reed.
(Though oaken as man could be.)

The third night, a silvery ring of glass.
Patience arched to endure,
But he looked, and lo! small Mabel's blood
Was staining her gaze so pure.

Then up did rise our Roodoplh Reed
And pressed the hand of his wife,
And went to the door with a thirty-four
And a beastly butcher knife.

He ran like a mad thing into the night
And the words in his mouth were stinking.
By the time he had hurt his first white man
He was no longer thinking.

By the time he had hurt his fourth white man
Rudolph Reed was dead.
His neighbors gathered and kicked his corpse.
""Nigger--"" his neighbors said.

Small Mabel whimpered all night long,
For calling herself the cause.
Her oak-eyed mother did no thing
But change the bloody gauze.",Ballad
5,Algernon Charles Swinburne,"I hid my heart in a nest of roses,
Out of the sun's way, hidden apart;
In a softer bed than the soft white snow's is,
Under the roses I hid my heart.
Why would it sleep not? why should it start,
When never a leaf of the rose-tree stirred?
What made sleep flutter his wings and part?
Only the song of a secret bird.

Lie still, I said, for the wind's wing closes,
And mild leaves muffle the keen sun's dart;
Lie still, for the wind on the warm seas dozes,
And the wind is unquieter yet than thou art.
Does a thought in thee still as a thorn's wound smart?
Does the fang still fret thee of hope deferred?
What bids the lips of thy sleep dispart?
Only the song of a secret bird.

The green land's name that a charm encloses, 
It never was writ in the traveller's chart,
And sweet on its trees as the fruit that grows is,
It never was sold in the merchant's mart.
The swallows of dreams through its dim fields dart,
And sleep's are the tunes in its tree-tops heard;
No hound's note wakens the wildwood hart,
Only the song of a secret bird.


ENVOI

In the world of dreams I have chosen my part,
To sleep for a season and hear no word
Of true love's truth or of light love's art,
Only the song of a secret bird.",Ballad
6,Sara Teasdale,"Two knights rode forth at early dawn 
A-seeking maids to wed, 
Said one, ""My lady must be fair, 
With gold hair on her head.""

Then spake the other knight-at-arms: 
""I care not for her face, 
But she I love must be a dove 
For purity and grace.""

And each knight blew upon his horn 
And went his separate way, 
And each knight found a lady-love 
Before the fall of day.

But she was brown who should have had 
The shining yellow hair -- 
I ween the knights forgot their words 
Or else they ceased to care.

For he who wanted purity 
Brought home a wanton wild, 
And when each saw the other knight 
I ween that each knight smiled.",Ballad
7,Algernon Charles Swinburne,"Kneel down, fair Love, and fill thyself with tears,
Girdle thyself with sighing for a girth
Upon the sides of mirth,
Cover thy lips and eyelids, let thine ears
Be filled with rumour of people sorrowing;
Make thee soft raiment out of woven sighs
Upon the flesh to cleave,
Set pains therein and many a grievous thing,
And many sorrows after each his wise
For armlet and for gorget and for sleeve. 

O Love's lute heard about the lands of death,
Left hanged upon the trees that were therein;
O Love and Time and Sin,
Three singing mouths that mourn now underbreath,
Three lovers, each one evil spoken of;
O smitten lips wherethrough this voice of mine
Came softer with her praise;
Abide a little for our lady's love.
The kisses of her mouth were more than wine,
And more than peace the passage of her days. 

O Love, thou knowest if she were good to see.
O Time, thou shalt not find in any land
Till, cast out of thine hand,
The sunlight and the moonlight fail from thee,
Another woman fashioned like as this.
O Sin, thou knowest that all thy shame in her
Was made a goodly thing;
Yea, she caught Shame and shamed him with her kiss,
With her fair kiss, and lips much lovelier
Than lips of amorous roses in late spring. 

By night there stood over against my bed
Queen Venus with a hood striped gold and black,
Both sides drawn fully back
From brows wherein the sad blood failed of red,
And temples drained of purple and full of death.
Her curled hair had the wave of sea-water
And the sea's gold in it.
Her eyes were as a dove's that sickeneth.
Strewn dust of gold she had shed over her,
And pearl and purple and amber on her feet. 

Upon her raiment of dyed sendaline
Were painted all the secret ways of love
And covered things thereof,
That hold delight as grape-flowers hold their wine;
Red mouths of maidens and red feet of doves,
And brides that kept within the bride-chamber
Their garment of soft shame,
And weeping faces of the wearied loves
That swoon in sleep and awake wearier,
With heat of lips and hair shed out like flame. 

The tears that through her eyelids fell on me
Made mine own bitter where they ran between
As blood had fallen therein,
She saying; Arise, lift up thine eyes and see
If any glad thing be or any good
Now the best thing is taken forth of us;
Even she to whom all praise
Was as one flower in a great multitude,
One glorious flower of many and glorious,
One day found gracious among many days: 

Even she whose handmaiden was Love--to whom
At kissing times across her stateliest bed
Kings bowed themselves and shed
Pale wine, and honey with the honeycomb,
And spikenard bruised for a burnt-offering;
Even she between whose lips the kiss became
As fire and frankincense;
Whose hair was as gold raiment on a king,
Whose eyes were as the morning purged with flame,
Whose eyelids as sweet savour issuing thence. 

Then I beheld, and lo on the other side
My lady's likeness crowned and robed and dead.
Sweet still, but now not red,
Was the shut mouth whereby men lived and died.
And sweet, but emptied of the blood's blue shade,
The great curled eyelids that withheld her eyes.
And sweet, but like spoilt gold,
The weight of colour in her tresses weighed.
And sweet, but as a vesture with new dyes,
The body that was clothed with love of old. 

Ah! that my tears filled all her woven hair
And all the hollow bosom of her gown--
Ah! that my tears ran down
Even to the place where many kisses were,
Even where her parted breast-flowers have place,
Even where they are cloven apart--who knows not this?
Ah! the flowers cleave apart
And their sweet fills the tender interspace;
Ah! the leaves grown thereof were things to kiss
Ere their fine gold was tarnished at the heart. 

Ah! in the days when God did good to me,
Each part about her was a righteous thing;
Her mouth an almsgiving,
The glory of her garments charity,
The beauty of her bosom a good deed,
In the good days when God kept sight of us;
Love lay upon her eyes,
And on that hair whereof the world takes heed;
And all her body was more virtuous
Than souls of women fashioned otherwise. 

Now, ballad, gather poppies in thine hands
And sheaves of brier and many rusted sheaves
Rain-rotten in rank lands,
Waste marigold and late unhappy leaves
And grass that fades ere any of it be mown;
And when thy bosom is filled full thereof
Seek out Death's face ere the light altereth,
And say ""My master that was thrall to Love
Is become thrall to Death.""
Bow down before him, ballad, sigh and groan.
But make no sojourn in thy outgoing;
For haply it may be
That when thy feet return at evening
Death shall come in with thee.",Ballad
8,Langston Hughes,"Landlord, landlord,
My roof has sprung a leak.
Don't you 'member I told you about it
Way last week?

Landlord, landlord,
These steps is broken down.
When you come up yourself
It's a wonder you don't fall down.

Ten Bucks you say I owe you?
Ten Bucks you say is due?
Well, that's Ten Bucks more'n I'l pay you
Till you fix this house up new.

What? You gonna get eviction orders?
You gonna cut off my heat?
You gonna take my furniture and
Throw it in the street?

Um-huh! You talking high and mighty.
Talk on-till you get through.
You ain't gonna be able to say a word
If I land my fist on you.

Police! Police!
Come and get this man!
He's trying to ruin the government
And overturn the land!

Copper's whistle!
Patrol bell!
Arrest.
Precinct Station.
Iron cell.
Headlines in press:
Man Threatens landlord
Tenant Held  Bail
Judge GIives Negro 90 Days In County Jail!",Ballad
9,Geoffrey Chaucer,"The firste stock-father of gentleness,
What man desireth gentle for to be,
Must follow his trace, and all his wittes dress,
Virtue to love, and vices for to flee;
For unto virtue longeth dignity,
And not the reverse, safely dare I deem,
All wear he mitre, crown, or diademe.

This firste stock was full of righteousness,
True of his word, sober, pious, and free,
Clean of his ghost, and loved business,
Against the vice of sloth, in honesty;
And, but his heir love virtue as did he,
He is not gentle, though he riche seem,
All wear he mitre, crown, or diademe.

Vice may well be heir to old richess,
But there may no man, as men may well see,
Bequeath his heir his virtuous nobless;
That is appropried to no degree,
But to the first Father in majesty,
Which makes his heire him that doth him queme,
All wear he mitre, crown, or diademe.",Ballad
10,Edgar Allan Poe,"The skies they were ashen and sober;
          The leaves they were crisped and sere-
          The leaves they were withering and sere;
      It was night in the lonesome October
          Of my most immemorial year;
      It was hard by the dim lake of Auber,
          In the misty mid region of Weir-
      It was down by the dank tarn of Auber,
          In the ghoul-haunted woodland of Weir.

      Here once, through an alley Titanic,
          Of cypress, I roamed with my Soul-
          Of cypress, with Psyche, my Soul.
      There were days when my heart was volcanic
          As the scoriac rivers that roll-
          As the lavas that restlessly roll
      Their sulphurous currents down Yaanek
          In the ultimate climes of the pole-
      That groan as they roll down Mount Yaanek
          In the realms of the boreal pole.

      Our talk had been serious and sober,
          But our thoughts they were palsied and sere-
          Our memories were treacherous and sere-
      For we knew not the month was October,
          And we marked not the night of the year-
          (Ah, night of all nights in the year!)
      We noted not the dim lake of Auber-
          (Though once we had journeyed down here),
      Remembered not the dank tarn of Auber,
          Nor the ghoul-haunted woodland of Weir.

      And now, as the night was senescent,
          And star-dials pointed to morn-
          As the star-dials hinted of morn-
      At the end of our path a liquescent
          And nebulous lustre was born,
      Out of which a miraculous crescent
          Arose with a duplicate horn-
      Astarte's bediamonded crescent
          Distinct with its duplicate horn.

      And I said- 'She is warmer than Dian:
          She rolls through an ether of sighs-
          She revels in a region of sighs:
      She has seen that the tears are not dry on
          These cheeks, where the worm never dies,
      And has come past the stars of the Lion,
          To point us the path to the skies-
          To the Lethean peace of the skies-
      Come up, in despite of the Lion,
          To shine on us with her bright eyes-
      Come up through the lair of the Lion,
          With love in her luminous eyes.'

      But Psyche, uplifting her finger,
          Said- 'Sadly this star I mistrust-
          Her pallor I strangely mistrust:-
      Oh, hasten!- oh, let us not linger!
          Oh, fly!- let us fly!- for we must.'
      In terror she spoke, letting sink her
          Wings until they trailed in the dust-
      In agony sobbed, letting sink her
          Plumes till they trailed in the dust-
          Till they sorrowfully trailed in the dust.

      I replied- 'This is nothing but dreaming:
          Let us on by this tremulous light!
          Let us bathe in this crystalline light!
      Its Sybilic splendor is beaming
          With Hope and in Beauty to-night:-
          See!- it flickers up the sky through the night!
      Ah, we safely may trust to its gleaming,
          And be sure it will lead us aright-
      We safely may trust to a gleaming
          That cannot but guide us aright,
          Since it flickers up to Heaven through the night.'

      Thus I pacified Psyche and kissed her,
          And tempted her out of her gloom-
          And conquered her scruples and gloom;
      And we passed to the end of the vista,
          But were stopped by the door of a tomb-
          By the door of a legended tomb;
      And I said- 'What is written, sweet sister,
          On the door of this legended tomb?'
          She replied- 'Ulalume- Ulalume-
          'Tis the vault of thy lost Ulalume!'

      Then my heart it grew ashen and sober
          As the leaves that were crisped and sere-
          As the leaves that were withering and sere-
      And I cried- 'It was surely October
          On this very night of last year
          That I journeyed- I journeyed down here-
          That I brought a dread burden down here-
          On this night of all nights in the year,
          Ah, what demon has tempted me here?
      Well I know, now, this dim lake of Auber-
          This misty mid region of Weir-
      Well I know, now, this dank tarn of Auber,
          This ghoul-haunted woodland of Weir.'",Ballad
11,Allen Ginsberg,"I speak of love that comes to mind: 
The moon is faithful, although blind; 
She moves in thought she cannot speak. 
Perfect care has made her bleak. 

I never dreamed the sea so deep, 
The earth so dark; so long my sleep, 
I have become another child. 
I wake to see the world go wild.",Ballad
12,Dylan Thomas,"The bows glided down, and the coast
Blackened with birds took a last look
At his thrashing hair and whale-blue eye;
The trodden town rang its cobbles for luck.

Then good-bye to the fishermanned
Boat with its anchor free and fast
As a bird hooking over the sea,
High and dry by the top of the mast,

Whispered the affectionate sand
And the bulwarks of the dazzled quay.
For my sake sail, and never look back,
Said the looking land.

Sails drank the wind, and white as milk
He sped into the drinking dark;
The sun shipwrecked west on a pearl
And the moon swam out of its hulk.

Funnels and masts went by in a whirl.
Good-bye to the man on the sea-legged deck
To the gold gut that sings on his reel
To the bait that stalked out of the sack,

For we saw him throw to the swift flood
A girl alive with his hooks through her lips;
All the fishes were rayed in blood,
Said the dwindling ships.

Good-bye to chimneys and funnels,
Old wives that spin in the smoke,
He was blind to the eyes of candles
In the praying windows of waves

But heard his bait buck in the wake
And tussle in a shoal of loves.
Now cast down your rod, for the whole
Of the sea is hilly with whales,

She longs among horses and angels,
The rainbow-fish bend in her joys,
Floated the lost cathedral
Chimes of the rocked buoys.

Where the anchor rode like a gull
Miles over the moonstruck boat
A squall of birds bellowed and fell,
A cloud blew the rain from its throat;

He saw the storm smoke out to kill
With fuming bows and ram of ice,
Fire on starlight, rake Jesu's stream;
And nothing shone on the water's face

But the oil and bubble of the moon,
Plunging and piercing in his course
The lured fish under the foam
Witnessed with a kiss.

Whales in the wake like capes and Alps
Quaked the sick sea and snouted deep,
Deep the great bushed bait with raining lips
Slipped the fins of those humpbacked tons

And fled their love in a weaving dip.
Oh, Jericho was falling in their lungs!
She nipped and dived in the nick of love,
Spun on a spout like a long-legged ball

Till every beast blared down in a swerve
Till every turtle crushed from his shell
Till every bone in the rushing grave
Rose and crowed and fell!

Good luck to the hand on the rod,
There is thunder under its thumbs;
Gold gut is a lightning thread,
His fiery reel sings off its flames,

The whirled boat in the burn of his blood
Is crying from nets to knives,
Oh the shearwater birds and their boatsized brood
Oh the bulls of Biscay and their calves

Are making under the green, laid veil
The long-legged beautiful bait their wives.
Break the black news and paint on a sail
Huge weddings in the waves,

Over the wakeward-flashing spray
Over the gardens of the floor
Clash out the mounting dolphin's day,
My mast is a bell-spire,

Strike and smoothe, for my decks are drums,
Sing through the water-spoken prow
The octopus walking into her limbs
The polar eagle with his tread of snow.

From salt-lipped beak to the kick of the stern
Sing how the seal has kissed her dead!
The long, laid minute's bride drifts on
Old in her cruel bed.

Over the graveyard in the water
Mountains and galleries beneath
Nightingale and hyena
Rejoicing for that drifting death

Sing and howl through sand and anemone
Valley and sahara in a shell,
Oh all the wanting flesh his enemy
Thrown to the sea in the shell of a girl


Is old as water and plain as an eel;
Always good-bye to the long-legged bread
Scattered in the paths of his heels
For the salty birds fluttered and fed

And the tall grains foamed in their bills;
Always good-bye to the fires of the face,
For the crab-backed dead on the sea-bed rose
And scuttled over her eyes,

The blind, clawed stare is cold as sleet.
The tempter under the eyelid
Who shows to the selves asleep
Mast-high moon-white women naked

Walking in wishes and lovely for shame
Is dumb and gone with his flame of brides.
Susannah's drowned in the bearded stream
And no-one stirs at Sheba's side

But the hungry kings of the tides;
Sin who had a woman's shape
Sleeps till Silence blows on a cloud
And all the lifted waters walk and leap.

Lucifer that bird's dropping
Out of the sides of the north
Has melted away and is lost
Is always lost in her vaulted breath,

Venus lies star-struck in her wound
And the sensual ruins make
Seasons over the liquid world,
White springs in the dark.

Always good-bye, cried the voices through the shell,
Good-bye always, for the flesh is cast
And the fisherman winds his reel
With no more desire than a ghost.

Always good luck, praised the finned in the feather
Bird after dark and the laughing fish
As the sails drank up the hail of thunder
And the long-tailed lightning lit his catch.

The boat swims into the six-year weather,
A wind throws a shadow and it freezes fast.
See what the gold gut drags from under
Mountains and galleries to the crest!

See what clings to hair and skull
As the boat skims on with drinking wings!
The statues of great rain stand still,
And the flakes fall like hills.

Sing and strike his heavy haul
Toppling up the boatside in a snow of light!
His decks are drenched with miracles.
Oh miracle of fishes! The long dead bite!

Out of the urn a size of a man
Out of the room the weight of his trouble
Out of the house that holds a town
In the continent of a fossil

One by one in dust and shawl,
Dry as echoes and insect-faced,
His fathers cling to the hand of the girl
And the dead hand leads the past,

Leads them as children and as air
On to the blindly tossing tops;
The centuries throw back their hair
And the old men sing from newborn lips:

Time is bearing another son.
Kill Time! She turns in her pain!
The oak is felled in the acorn
And the hawk in the egg kills the wren.

He who blew the great fire in
And died on a hiss of flames
Or walked the earth in the evening
Counting the denials of the grains

Clings to her drifting hair, and climbs;
And he who taught their lips to sing
Weeps like the risen sun among
The liquid choirs of his tribes.

The rod bends low, divining land,
And through the sundered water crawls
A garden holding to her hand
With birds and animals

With men and women and waterfalls
Trees cool and dry in the whirlpool of ships
And stunned and still on the green, laid veil
Sand with legends in its virgin laps

And prophets loud on the burned dunes;
Insects and valleys hold her thighs hard,
Times and places grip her breast bone,
She is breaking with seasons and clouds;

Round her trailed wrist fresh water weaves,
with moving fish and rounded stones
Up and down the greater waves
A separate river breathes and runs;

Strike and sing his catch of fields
For the surge is sown with barley,
The cattle graze on the covered foam,
The hills have footed the waves away,

With wild sea fillies and soaking bridles
With salty colts and gales in their limbs
All the horses of his haul of miracles
Gallop through the arched, green farms,

Trot and gallop with gulls upon them
And thunderbolts in their manes.
O Rome and Sodom To-morrow and London
The country tide is cobbled with towns

And steeples pierce the cloud on her shoulder
And the streets that the fisherman combed
When his long-legged flesh was a wind on fire
And his loin was a hunting flame

Coil from the thoroughfares of her hair
And terribly lead him home alive
Lead her prodigal home to his terror,
The furious ox-killing house of love.

Down, down, down, under the ground,
Under the floating villages,
Turns the moon-chained and water-wound
Metropolis of fishes,

There is nothing left of the sea but its sound,
Under the earth the loud sea walks,
In deathbeds of orchards the boat dies down
And the bait is drowned among hayricks,

Land, land, land, nothing remains
Of the pacing, famous sea but its speech,
And into its talkative seven tombs
The anchor dives through the floors of a church.

Good-bye, good luck, struck the sun and the moon,
To the fisherman lost on the land.
He stands alone in the door of his home,
With his long-legged heart in his hand.",Ballad
13,Walt Whitman,"TO get betimes in Boston town, I rose this morning early;
   Here's a good place at the corner--I must stand and see the show.

   Clear the way there, Jonathan!
   Way for the President's marshal! Way for the government cannon!
   Way for the Federal foot and dragoons--and the apparitions copiously
         tumbling.

   I love to look on the stars and stripes--I hope the fifes will play
         Yankee Doodle.

   How bright shine the cutlasses of the foremost troops!
   Every man holds his revolver, marching stiff through Boston town.

   A fog follows--antiques of the same come limping,
   Some appear wooden-legged, and some appear bandaged and bloodless. 10

   Why this is indeed a show! It has called the dead out of the earth!
   The old grave-yards of the hills have hurried to see!
   Phantoms! phantoms countless by flank and rear!
   Cock'd hats of mothy mould! crutches made of mist!
   Arms in slings! old men leaning on young men's shoulders!

   What troubles you, Yankee phantoms? What is all this chattering of
         bare gums?
   Does the ague convulse your limbs? Do you mistake your crutches for
         fire-locks, and level them?

   If you blind your eyes with tears, you will not see the President's
         marshal;
   If you groan such groans, you might balk the government cannon.

   For shame, old maniacs! Bring down those toss'd arms, and let your
         white hair be;                                               20
   Here gape your great grand-sons--their wives gaze at them from the
         windows,
   See how well dress'd--see how orderly they conduct themselves.

   Worse and worse! Can't you stand it? Are you retreating?
   Is this hour with the living too dead for you?

   Retreat then! Pell-mell!
   To your graves! Back! back to the hills, old limpers!
   I do not think you belong here, anyhow.

   But there is one thing that belongs here--shall I tell you what it
         is, gentlemen of Boston?
   I will whisper it to the Mayor--he shall send a committee to England;
   They shall get a grant from the Parliament, go with a cart to the
         royal vault--haste!                                          30

   Dig out King George's coffin, unwrap him quick from the grave-
         clothes, box up his bones for a journey;
   Find a swift Yankee clipper--here is freight for you, black-bellied
         clipper,
   Up with your anchor! shake out your sails! steer straight toward
         Boston bay.

   Now call for the President's marshal again, bring out the government
         cannon,
   Fetch home the roarers from Congress, make another procession, guard
         it with foot and dragoons.

   This centre-piece for them:
   Look! all orderly citizens--look from the windows, women!

   The committee open the box, set up the regal ribs, glue those that
         will not stay,
   Clap the skull on top of the ribs, and clap a crown on top of the
         skull.

   You have got your revenge, old buster! The crown is come to its own,
         and more than its own.

   Stick your hands in your pockets, Jonathan--you are a made man from
         this day;                                                    40
   You are mighty cute--and here is one of your bargains.",Ballad
14,Rudyard Kipling,"If down here I chance to die,
  Solemnly I beg you take
All that is left of ""I""
  To the Hills for old sake's sake,
Pack me very thoroughly
  In the ice that used to slake
Pegs I drank when I was dry --
  This observe for old sake's sake.

To the railway station hie,
  There a single ticket take
For Umballa -- goods-train -- I
  Shall not mind delay or shake.
I shall rest contentedly
  Spite of clamor coolies make;
Thus in state and dignity
  Send me up for old sake's sake.

Next the sleepy Babu wake,
  Book a Kalka van ""for four.""
Few, I think, will care to make
  Journeys with me any more
As they used to do of yore.
  I shall need a ""special"" break --
Thing I never took before --
  Get me one for old sake's sake.

After that -- arrangements make.
  No hotel will take me in,
And a bullock's back would break
  'Neath the teak and leaden skin
Tonga ropes are frail and thin,
  Or, did I a back-seat take,
In a tonga I might spin, --
  Do your best for old sake's sake.

After that -- your work is done.
  Recollect a Padre must
Mourn the dear departed one --
  Throw the ashes and the dust.
Don't go down at once. I trust
  You will find excuse to ""snake
Three days' casual on the bust.""
  Get your fun for old sake's sake.

I could never stand the Plains.
  Think of blazing June and May
Think of those September rains
  Yearly till the Judgment Day!
I should never rest in peace,
  I should sweat and lie awake.
Rail me then, on my decease,
  To the Hills for old sake's sake.",Ballad
15,Sidney Lanier,"Into the woods my Master went,
Clean forspent, forspent.
Into the woods my Master came,
Forspent with love and shame.
But the olives they were not blind to Him,
The little gray leaves were kind to Him:
The thorn-tree had a mind to Him
When into the woods He came.

Out of the woods my Master went,
And He was well content.
Out of the woods my Master came,
Content with death and shame.
When Death and Shame would woo Him last,
From under the trees they drew Him last:
'Twas on a tree they slew Him -  last
When out of the woods He came.",Ballad
16,Ezra Pound,"For God, our God is a gallant foe 
That playeth behind the veil. 

I have loved my God as a child at heart 
That seeketh deep bosoms for rest, 
I have loved my God as a maid to man— 
But lo, this thing is best: 

To love your God as a gallant foe that plays behind the veil; 
To meet your God as the night winds meet beyond Arcturus' pale. 

I have played with God for a woman, 
I have staked with my God for truth, 
I have lost to my God as a man, clear-eyed— 
His dice be not of ruth. 

For I am made as a naked blade, 
But hear ye this thing in sooth: 

Who loseth to God as man to man 
Shall win at the turn of the game. 
I have drawn my blade where the lightnings meet 
But the ending is the same: 
Who loseth to God as the sword blades lose 
Shall win at the end of the game. 

For God, our God is a gallant foe that playeth behind the veil. 
Whom God deigns not to overthrow hath need of triple mail.",Ballad
17,Edna St. Vincent Millay,"""Son,"" said my mother,
When I was knee-high,
""you've need of clothes to cover you,
and not a rag have I.

""There's nothing in the house
To make a boy breeches,
Nor shears to cut a cloth with,
Nor thread to take stitches.

""There's nothing in the house
But a loaf-end of rye,
And a harp with a woman's head
Nobody will buy,""
And she began to cry.

That was in the early fall.
When came the late fall,
""Son,"" she said, ""the sight of you
Makes your mother's blood crawl,—

""Little skinny shoulder-blades
Sticking through your clothes!
And where you'll get a jacket from
God above knows.

""It's lucky for me, lad,
Your daddy's in the ground,
And can't see the way I let
His son go around!""
And she made a queer sound.

That was in the late fall.
When the winter came,
I'd not a pair of breeches
Nor a shirt to my name.

I couldn't go to school,
Or out of doors to play.
And all the other little boys
Passed our way.

""Son,"" said my mother,
""Come, climb into my lap,
And I'll chafe your little bones
While you take a nap.""

And, oh, but we were silly
For half and hour or more,
Me with my long legs,
Dragging on the floor,

A-rock-rock-rocking
To a mother-goose rhyme!
Oh, but we were happy
For half an hour's time!

But there was I, a great boy,
And what would folks say
To hear my mother singing me
To sleep all day,
In such a daft way?

Men say the winter
Was bad that year;
Fuel was scarce,
And food was dear.

A wind with a wolf's head
Howled about our door,
And we burned up the chairs
And sat upon the floor.

All that was left us
Was a chair we couldn't break,
And the harp with a woman's head
Nobody would take,
For song or pity's sake.

The night before Christmas
I cried with cold,
I cried myself to sleep 
Like a two-year old.

And in the deep night
I felt my mother rise,
And stare down upon me
With love in her eyes.

I saw my mother sitting
On the one good chair,
A light falling on her
From I couldn't tell where.

Looking nineteen,
And not a day older,
And the harp with a woman's head
Leaned against her shoulder.

Her thin fingers, moving
In the thin, tall strings,
Were weav-weav-weaving
Wonderful things.

Many bright threads,
From where I couldn't see,
Were running through the harp-strings
Rapidly,

And gold threads whistling
Through my mother's hand.
I saw the web grow,
And the pattern expand.

She wove a child's jacket,
And when it was done
She laid it on the floor
And wove another one.

She wove a red cloak
So regal to see,
""She's made it for a king's son,""
I said, ""and not for me.""
But I knew it was for me.

She wove a pair of breeches
Quicker than that!
She wove a pair of boots
And a little cocked hat.

She wove a pair of mittens,
Shw wove a little blouse,
She wove all night
In the still, cold house.

She sang as she worked,
And the harp-strings spoke;
Her voice never faltered,
And the thread never broke,
And when I awoke,—

There sat my mother
With the harp against her shoulder,
Looking nineteeen,
And not a day older, 

A smile about her lips,
And a light about her head,
And her hands in the harp-strings
Frozen dead.

And piled beside her
And toppling to the skies,
Were the clothes of a king's son,
Just my size.",Ballad
18,Ezra Pound,"Ha' we lost the goodliest fere o' all
For the priests and the gallows tree?
Aye lover he was of brawny men,
O' ships and the open sea.

When they came wi' a host to take Our Man
His smile was good to see,
""First let these go!"" quo' our Goodly Fere,
""Or I'll see ye damned,"" says he.

Aye he sent us out through the crossed high spears
And the scorn of his laugh rang free,
""Why took ye not me when I walked about
Alone in the town?"" says he.

Oh we drank his ""Hale"" in the good red wine
When we last made company,
No capon priest was the Goodly Fere
But a man o' men was he.

I ha' seen him drive a hundred men
Wi' a bundle o' cords swung free,
That they took the high and holy house
For their pawn and treasury.

They'll no' get him a' in a book I think
Though they write it cunningly;
No mouse of the scrolls was the Goodly Fere
But aye loved the open sea.

If they think they ha' snared our Goodly Fere
They are fools to the last degree.
""I'll go to the feast,"" quo' our Goodly Fere,
""Though I go to the gallows tree.""

""Ye ha' seen me heal the lame and blind,
And wake the dead,"" says he,
""Ye shall see one thing to master all:
'Tis how a brave man dies on the tree.""

A son of God was the Goodly Fere
That bade us his brothers be.
I ha' seen him cow a thousand men.
I have seen him upon the tree.

He cried no cry when they drave the nails
And the blood gushed hot and free,
The hounds of the crimson sky gave tongue
But never a cry cried he.

I ha' seen him cow a thousand men
On the hills o' Galilee,
They whined as he walked out calm between,
Wi' his eyes like the grey o' the sea,

Like the sea that brooks no voyaging
With the winds unleashed and free,
Like the sea that he cowed at Genseret
Wi' twey words spoke' suddently.

A master of men was the Goodly Fere,
A mate of the wind and sea,
If they think they ha' slain our Goodly Fere
They are fools eternally.

I ha' seen him eat o' the honey-comb
Sin' they nailed him to the tree.",Ballad
19,Thomas Lovell Beddoes,"WHEN we were girl and boy together,  
 We toss’d about the flowers  
 And wreath’d the blushing hours  
Into a posy green and sweet.  
 I sought the youngest, best, 
 And never was at rest  
Till I had laid them at thy fairy feet.  
But the days of childhood they were fleet,  
 And the blooming sweet-briar-breath’d weather,  
 When we were boy and girl together.
 
Then we were lad and lass together,  
 And sought the kiss of night  
 Before we felt aright,  
Sitting and singing soft and sweet.  
 The dearest thought of heart 
 With thee ’t was joy to part,  
And the greater half was thine, as meet.  
Still my eyelid’s dewy, my veins they beat  
 At the starry summer-evening weather,  
 When we were lad and lass together.
 
And we are man and wife together,  
 Although thy breast, once bold  
 With song, be clos’d and cold  
Beneath flowers’ roots and birds’ light feet.  
 Yet sit I by thy tomb,
 And dissipate the gloom  
With songs of loving faith and sorrow sweet.  
And fate and darkling grave kind dreams do cheat,  
 That, while fair life, young hope, despair and death are,  
 We ’re boy and girl, and lass and lad, and man and wife together.",Ballad
20,Edwin Arlington Robinson,"Slowly I smoke and hug my knee, 
The while a witless masquerade 
Of things that only children see 
Floats in a mist of light and shade: 
They pass, a flimsy cavalcade, 
And with a weak, remindful glow, 
The falling embers break and fade, 
As one by one the phantoms go. 

Then, with a melancholy glee 
To think where once my fancy strayed, 
I muse on what the years may be 
Whose coming tales are all unsaid, 
Till tongs and shovel, snugly laid 
Within their shadowed niches, grow 

By grim degrees to pick and spade, 
As one by one the phantoms go. 

But then, what though the mystic Three 
Around me ply their merry trade? -- 
And Charon soon may carry me 
Across the gloomy Stygian glade? -- 

Be up, my soul! nor be afraid 
Of what some unborn year may show; 
But mind your human debts are paid, 
As one by one the phantoms go. 

ENVOY

Life is the game that must be played: 
This truth at least, good friend, we know; 
So live and laugh, nor be dismayed 
As one by one the phantoms go.",Ballad
